filename,speaker_id,chapter_id,sex,duration_sec,duration_cat
6829-68771-0002.flac,6829,68771,F,8.94,medium
1995-1837-0011.flac,1995,1837,F,3.375,short
1089-134691-0006.flac,1089,134691,M,5.895,medium
3575-170457-0036.flac,3575,170457,F,28.27,long
5105-28240-0015.flac,5105,28240,M,8.525,medium
237-134500-0017.flac,237,134500,F,2.18,short
8455-210777-0031.flac,8455,210777,M,7.67,medium
908-31957-0000.flac,908,31957,M,2.125,short
8455-210777-0038.flac,8455,210777,M,10.03,long
61-70968-0041.flac,61,70968,M,6.825,medium
1580-141084-0048.flac,1580,141084,F,9.265,medium
5639-40744-0001.flac,5639,40744,M,12.44,long
4446-2275-0007.flac,4446,2275,F,8.975,medium
1284-1181-0009.flac,1284,1181,F,5.245,medium
4992-41806-0012.flac,4992,41806,F,6.73,medium
61-70970-0023.flac,61,70970,M,3.705,short
1580-141083-0042.flac,1580,141083,F,5.865,medium
1580-141083-0026.flac,1580,141083,F,4.775,short
2300-131720-0037.flac,2300,131720,M,7.965,medium
1995-1837-0019.flac,1995,1837,F,5.38,medium
260-123286-0008.flac,260,123286,M,3.735,short
5639-40744-0016.flac,5639,40744,M,9.49,medium
6829-68769-0053.flac,6829,68769,F,6.36,medium
260-123286-0031.flac,260,123286,M,5.06,medium
5683-32879-0011.flac,5683,32879,F,9.21,medium
5683-32866-0020.flac,5683,32866,F,3.93,short
121-127105-0000.flac,121,127105,F,9.875,medium
7729-102255-0041.flac,7729,102255,M,12.415,long
7176-88083-0024.flac,7176,88083,M,8.195,medium
6829-68769-0023.flac,6829,68769,F,4.89,short
121-127105-0034.flac,121,127105,F,7.41,medium
1284-1180-0016.flac,1284,1180,F,2.13,short
1995-1826-0000.flac,1995,1826,F,9.485,medium
8463-294825-0011.flac,8463,294825,F,2.1799375,short
1580-141083-0039.flac,1580,141083,F,3.725,short
260-123440-0015.flac,260,123440,M,6.2,medium
6829-68769-0031.flac,6829,68769,F,5.555,medium
7729-102255-0021.flac,7729,102255,M,7.93,medium
4077-13754-0002.flac,4077,13754,M,17.78,long
4446-2271-0005.flac,4446,2271,F,3.395,short
1188-133604-0022.flac,1188,133604,M,9.63,medium
8555-284447-0008.flac,8555,284447,F,8.39,medium
4077-13751-0016.flac,4077,13751,M,14.515,long
7176-92135-0030.flac,7176,92135,M,2.235,short
4446-2273-0006.flac,4446,2273,F,2.94,short
5683-32865-0015.flac,5683,32865,F,4.145,short
7021-79730-0001.flac,7021,79730,M,11.49,long
1188-133604-0031.flac,1188,133604,M,4.25,short
8455-210777-0047.flac,8455,210777,M,2.54,short
1284-1180-0007.flac,1284,1180,F,6.265,medium
1284-1181-0007.flac,1284,1181,F,4.04,short
8455-210777-0055.flac,8455,210777,M,9.555,medium
237-134493-0015.flac,237,134493,F,6.55,medium
3729-6852-0013.flac,3729,6852,F,3.3,short
672-122797-0008.flac,672,122797,M,30.81,long
5683-32865-0017.flac,5683,32865,F,5.455,medium
237-134493-0000.flac,237,134493,F,4.105,short
1188-133604-0009.flac,1188,133604,M,23.06,long
260-123288-0008.flac,260,123288,M,5.515,medium
6829-68771-0036.flac,6829,68771,F,5.2,medium
61-70968-0043.flac,61,70968,M,6.735,medium
4446-2271-0014.flac,4446,2271,F,5.34,medium
7021-79730-0009.flac,7021,79730,M,12.585,long
4970-29093-0006.flac,4970,29093,F,29.6,long
1580-141083-0002.flac,1580,141083,F,6.135,medium
1188-133604-0033.flac,1188,133604,M,6.625,medium
5142-33396-0063.flac,5142,33396,F,2.515,short
8455-210777-0064.flac,8455,210777,M,3.835,short
4970-29093-0016.flac,4970,29093,F,2.23,short
237-134493-0009.flac,237,134493,F,2.975,short
7729-102255-0042.flac,7729,102255,M,9.225,medium
3575-170457-0000.flac,3575,170457,F,8.23,medium
2961-960-0016.flac,2961,960,F,7.76,medium
672-122797-0022.flac,672,122797,M,19.0049375,long
1320-122617-0009.flac,1320,122617,M,7.705,medium
8455-210777-0019.flac,8455,210777,M,8.105,medium
1995-1837-0016.flac,1995,1837,F,7.19,medium
6930-76324-0013.flac,6930,76324,M,4.305,short
6930-81414-0009.flac,6930,81414,M,12.015,long
1188-133604-0042.flac,1188,133604,M,2.66,short
260-123288-0023.flac,260,123288,M,2.385,short
7021-85628-0027.flac,7021,85628,M,8.5,medium
8463-294828-0034.flac,8463,294828,F,3.505,short
61-70968-0017.flac,61,70968,M,5.11,medium
1580-141084-0024.flac,1580,141084,F,9.185,medium
4992-23283-0005.flac,4992,23283,F,10.74,long
8230-279154-0029.flac,8230,279154,M,8.54,medium
3575-170457-0020.flac,3575,170457,F,8.645,medium
1580-141084-0016.flac,1580,141084,F,5.96,medium
7127-75947-0023.flac,7127,75947,M,5.11,medium
4992-41797-0002.flac,4992,41797,F,5.625,medium
4970-29093-0003.flac,4970,29093,F,15.355,long
1188-133604-0005.flac,1188,133604,M,8.56,medium
6930-75918-0004.flac,6930,75918,M,11.065,long
908-31957-0017.flac,908,31957,M,7.795,medium
260-123440-0013.flac,260,123440,M,3.475,short
7021-85628-0003.flac,7021,85628,M,15.29,long
7176-92135-0015.flac,7176,92135,M,6.755,medium
3729-6852-0037.flac,3729,6852,F,5.89,medium
2094-142345-0024.flac,2094,142345,F,5.27,medium
61-70968-0052.flac,61,70968,M,2.65,short
1580-141083-0040.flac,1580,141083,F,3.75,short
908-157963-0021.flac,908,157963,M,10.24,long
8463-287645-0009.flac,8463,287645,F,3.71,short
2961-960-0022.flac,2961,960,F,7.425,medium
260-123286-0003.flac,260,123286,M,7.37,medium
1995-1836-0007.flac,1995,1836,F,3.435,short
5142-36377-0021.flac,5142,36377,F,18.87,long
260-123288-0009.flac,260,123288,M,3.435,short
5105-28240-0000.flac,5105,28240,M,5.455,medium
7021-79740-0003.flac,7021,79740,M,4.985,short
4077-13751-0002.flac,4077,13751,M,9.75,medium
4970-29095-0030.flac,4970,29095,F,4.67,short
7127-75947-0015.flac,7127,75947,M,6.26,medium
1580-141084-0028.flac,1580,141084,F,2.655,short
8455-210777-0018.flac,8455,210777,M,5.925,medium
1089-134686-0033.flac,1089,134686,M,3.33,short
8463-294825-0007.flac,8463,294825,F,21.05,long
1580-141083-0051.flac,1580,141083,F,1.98,short
5639-40744-0002.flac,5639,40744,M,8.91,medium
5142-33396-0024.flac,5142,33396,F,5.345,medium
4077-13751-0021.flac,4077,13751,M,19.705,long
8230-279154-0008.flac,8230,279154,M,3.62,short
260-123440-0001.flac,260,123440,M,1.74,short
3570-5694-0008.flac,3570,5694,F,9.495,medium
8463-294825-0003.flac,8463,294825,F,9.935,medium
2094-142345-0037.flac,2094,142345,F,10.49,long
908-31957-0013.flac,908,31957,M,6.18,medium
8455-210777-0024.flac,8455,210777,M,7.56,medium
237-126133-0006.flac,237,126133,F,6.15,medium
4446-2275-0013.flac,4446,2275,F,3.65,short
1995-1826-0011.flac,1995,1826,F,8.94,medium
7729-102255-0039.flac,7729,102255,M,6.815,medium
4992-41797-0017.flac,4992,41797,F,8.69,medium
4507-16021-0020.flac,4507,16021,F,22.5,long
2961-960-0017.flac,2961,960,F,7.87,medium
5142-33396-0045.flac,5142,33396,F,2.385,short
1089-134686-0021.flac,1089,134686,M,6.55,medium
6829-68769-0025.flac,6829,68769,F,5.735,medium
8463-294828-0018.flac,8463,294828,F,2.945,short
4992-23283-0015.flac,4992,23283,F,3.675,short
7176-92135-0012.flac,7176,92135,M,16.4,long
1580-141083-0008.flac,1580,141083,F,4.305,short
8555-284447-0019.flac,8555,284447,F,10.28,long
2830-3980-0032.flac,2830,3980,M,7.22,medium
121-123859-0002.flac,121,123859,F,30.04,long
2830-3980-0005.flac,2830,3980,M,6.45,medium
2094-142345-0028.flac,2094,142345,F,6.84,medium
1284-1180-0008.flac,1284,1180,F,10.49,long
7021-85628-0011.flac,7021,85628,M,8.995,medium
7021-85628-0008.flac,7021,85628,M,7.125,medium
2830-3980-0062.flac,2830,3980,M,5.44,medium
6829-68771-0013.flac,6829,68771,F,7.19,medium
5683-32866-0011.flac,5683,32866,F,7.37,medium
1284-1180-0000.flac,1284,1180,F,8.12,medium
1089-134686-0002.flac,1089,134686,M,6.625,medium
1221-135766-0014.flac,1221,135766,F,4.75,short
8555-292519-0011.flac,8555,292519,F,3.08,short
1995-1837-0018.flac,1995,1837,F,12.825,long
5142-36600-0001.flac,5142,36600,F,20.185,long
260-123288-0021.flac,260,123288,M,2.71,short
8230-279154-0024.flac,8230,279154,M,6.34,medium
5683-32866-0014.flac,5683,32866,F,3.97,short
4970-29093-0018.flac,4970,29093,F,9.715,medium
237-134500-0016.flac,237,134500,F,3.16,short
1221-135767-0014.flac,1221,135767,F,7.07,medium
5683-32866-0009.flac,5683,32866,F,13.26,long
8455-210777-0020.flac,8455,210777,M,3.155,short
7176-92135-0006.flac,7176,92135,M,7.795,medium
121-121726-0005.flac,121,121726,F,3.1,short
8463-294828-0028.flac,8463,294828,F,7.915,medium
1580-141083-0041.flac,1580,141083,F,3.575,short
2300-131720-0020.flac,2300,131720,M,10.35,long
8455-210777-0060.flac,8455,210777,M,7.075,medium
237-134500-0023.flac,237,134500,F,3.06,short
5105-28240-0001.flac,5105,28240,M,16.065,long
1320-122617-0026.flac,1320,122617,M,5.225,medium
5142-36586-0003.flac,5142,36586,F,5.055,medium
2094-142345-0019.flac,2094,142345,F,2.66,short
1221-135767-0006.flac,1221,135767,F,20.56,long
2094-142345-0056.flac,2094,142345,F,3.84,short
1221-135767-0010.flac,1221,135767,F,8.2,medium
8555-284447-0022.flac,8555,284447,F,3.56,short
6829-68769-0005.flac,6829,68769,F,6.72,medium
8463-294828-0014.flac,8463,294828,F,5.725,medium
4077-13751-0015.flac,4077,13751,M,13.475,long
3570-5694-0005.flac,3570,5694,F,8.405,medium
1089-134686-0011.flac,1089,134686,M,12.445,long
61-70970-0029.flac,61,70970,M,4.03,short
3575-170457-0047.flac,3575,170457,F,6.525,medium
260-123286-0023.flac,260,123286,M,5.875,medium
5142-33396-0008.flac,5142,33396,F,2.11,short
121-127105-0023.flac,121,127105,F,10.91,long
8463-294828-0029.flac,8463,294828,F,5.285,medium
3570-5694-0006.flac,3570,5694,F,14.505,long
8455-210777-0046.flac,8455,210777,M,9.33,medium
3575-170457-0014.flac,3575,170457,F,6.68,medium
1995-1836-0001.flac,1995,1836,F,6.0,medium
2094-142345-0009.flac,2094,142345,F,14.405,long
8224-274381-0016.flac,8224,274381,M,27.525,long
908-31957-0012.flac,908,31957,M,7.615,medium
1089-134686-0030.flac,1089,134686,M,2.715,short
3575-170457-0030.flac,3575,170457,F,8.9450625,medium
908-157963-0020.flac,908,157963,M,9.8,medium
237-134500-0025.flac,237,134500,F,1.63,short
7176-92135-0036.flac,7176,92135,M,6.47,medium
4077-13751-0018.flac,4077,13751,M,26.115,long
237-134493-0004.flac,237,134493,F,6.825,medium
7176-88083-0014.flac,7176,88083,M,4.67,short
2300-131720-0040.flac,2300,131720,M,5.455,medium
908-31957-0006.flac,908,31957,M,5.89,medium
8455-210777-0028.flac,8455,210777,M,7.735,medium
672-122797-0005.flac,672,122797,M,3.26,short
260-123288-0014.flac,260,123288,M,1.805,short
2830-3980-0070.flac,2830,3980,M,3.73,short
8455-210777-0013.flac,8455,210777,M,7.41,medium
61-70968-0033.flac,61,70968,M,5.685,medium
4446-2275-0005.flac,4446,2275,F,4.445,short
1580-141083-0031.flac,1580,141083,F,6.25,medium
1284-1180-0023.flac,1284,1180,F,5.61,medium
7127-75946-0015.flac,7127,75946,M,7.515,medium
908-31957-0002.flac,908,31957,M,4.79,short
1221-135766-0015.flac,1221,135766,F,2.63,short
1284-1180-0006.flac,1284,1180,F,6.865,medium
260-123288-0016.flac,260,123288,M,4.865,short
7176-92135-0013.flac,7176,92135,M,3.15,short
5683-32865-0007.flac,5683,32865,F,6.065,medium
2830-3980-0023.flac,2830,3980,M,6.16,medium
3570-5694-0021.flac,3570,5694,F,10.555,long
3570-5696-0009.flac,3570,5696,F,8.86,medium
3570-5694-0020.flac,3570,5694,F,14.035,long
8455-210777-0044.flac,8455,210777,M,7.17,medium
4446-2271-0011.flac,4446,2271,F,3.945,short
7021-85628-0021.flac,7021,85628,M,5.365,medium
8455-210777-0067.flac,8455,210777,M,3.755,short
6829-68771-0006.flac,6829,68771,F,5.92,medium
1089-134691-0014.flac,1089,134691,M,4.755,short
2961-961-0015.flac,2961,961,F,6.815,medium
61-70968-0057.flac,61,70968,M,5.065,medium
5683-32866-0021.flac,5683,32866,F,7.9,medium
2300-131720-0036.flac,2300,131720,M,7.085,medium
5639-40744-0009.flac,5639,40744,M,2.375,short
1320-122617-0015.flac,1320,122617,M,5.125,medium
1580-141084-0002.flac,1580,141084,F,5.905,medium
1320-122612-0002.flac,1320,122612,M,7.46,medium
2961-961-0010.flac,2961,961,F,7.83,medium
1284-1180-0025.flac,1284,1180,F,8.705,medium
121-121726-0007.flac,121,121726,F,6.73,medium
1089-134691-0022.flac,1089,134691,M,5.635,medium
8463-294828-0013.flac,8463,294828,F,7.2,medium
260-123286-0021.flac,260,123286,M,2.55,short
61-70970-0011.flac,61,70970,M,6.075,medium
1221-135766-0010.flac,1221,135766,F,15.05,long
61-70968-0011.flac,61,70968,M,6.375,medium
1580-141084-0029.flac,1580,141084,F,8.075,medium
4970-29095-0034.flac,4970,29095,F,5.81,medium
3575-170457-0025.flac,3575,170457,F,9.205,medium
1089-134686-0001.flac,1089,134686,M,3.275,short
1284-1180-0005.flac,1284,1180,F,6.55,medium
5639-40744-0024.flac,5639,40744,M,8.845,medium
8230-279154-0031.flac,8230,279154,M,12.665,long
5639-40744-0025.flac,5639,40744,M,8.785,medium
5639-40744-0029.flac,5639,40744,M,7.305,medium
61-70970-0026.flac,61,70970,M,5.475,medium
260-123288-0020.flac,260,123288,M,2.9,short
4970-29093-0007.flac,4970,29093,F,6.995,medium
8455-210777-0053.flac,8455,210777,M,6.955,medium
1580-141083-0037.flac,1580,141083,F,5.73,medium
61-70968-0006.flac,61,70968,M,2.935,short
3729-6852-0021.flac,3729,6852,F,2.96,short
6829-68769-0034.flac,6829,68769,F,6.055,medium
121-127105-0005.flac,121,127105,F,5.82,medium
7021-85628-0012.flac,7021,85628,M,5.33,medium
6930-76324-0026.flac,6930,76324,M,3.085,short
8455-210777-0017.flac,8455,210777,M,5.3300625,medium
672-122797-0012.flac,672,122797,M,7.765,medium
7176-92135-0008.flac,7176,92135,M,4.43,short
8455-210777-0002.flac,8455,210777,M,6.24,medium
8224-274384-0009.flac,8224,274384,M,4.805,short
2961-960-0013.flac,2961,960,F,10.575,long
2830-3980-0063.flac,2830,3980,M,5.415,medium
61-70968-0054.flac,61,70968,M,7.86,medium
5105-28240-0011.flac,5105,28240,M,6.02,medium
8555-284447-0005.flac,8555,284447,F,6.83,medium
121-127105-0022.flac,121,127105,F,5.075,medium
2830-3979-0007.flac,2830,3979,M,14.675,long
6930-76324-0008.flac,6930,76324,M,5.185,medium
5105-28241-0004.flac,5105,28241,M,17.415,long
61-70968-0060.flac,61,70968,M,3.735,short
4446-2273-0016.flac,4446,2273,F,9.645,medium
7127-75946-0013.flac,7127,75946,M,8.58,medium
121-121726-0010.flac,121,121726,F,9.81,medium
1320-122617-0005.flac,1320,122617,M,4.4,short
1320-122617-0012.flac,1320,122617,M,7.59,medium
4507-16021-0024.flac,4507,16021,F,5.14,medium
7729-102255-0013.flac,7729,102255,M,2.675,short
1580-141083-0000.flac,1580,141083,F,8.94,medium
1284-1180-0029.flac,1284,1180,F,5.335,medium
1188-133604-0025.flac,1188,133604,M,7.45,medium
8463-294828-0001.flac,8463,294828,F,9.19,medium
6829-68771-0024.flac,6829,68771,F,6.245,medium
8555-284449-0019.flac,8555,284449,F,7.61,medium
8555-284449-0016.flac,8555,284449,F,5.895,medium
8230-279154-0005.flac,8230,279154,M,7.72,medium
1320-122612-0001.flac,1320,122612,M,9.52,medium
2300-131720-0030.flac,2300,131720,M,9.98,medium
8463-287645-0013.flac,8463,287645,F,6.665,medium
908-157963-0006.flac,908,157963,M,8.11,medium
260-123286-0000.flac,260,123286,M,7.04,medium
7176-92135-0027.flac,7176,92135,M,2.835,short
1580-141084-0031.flac,1580,141084,F,6.47,medium
7729-102255-0008.flac,7729,102255,M,19.065,long
4507-16021-0013.flac,4507,16021,F,10.44,long
7021-79730-0006.flac,7021,79730,M,11.34,long
4446-2275-0036.flac,4446,2275,F,2.905,short
4992-41797-0000.flac,4992,41797,F,5.485,medium
908-157963-0005.flac,908,157963,M,7.035,medium
260-123286-0002.flac,260,123286,M,9.985,medium
4507-16021-0056.flac,4507,16021,F,6.345,medium
2830-3980-0074.flac,2830,3980,M,5.7,medium
4446-2275-0017.flac,4446,2275,F,2.475,short
1580-141084-0033.flac,1580,141084,F,7.0,medium
3729-6852-0027.flac,3729,6852,F,3.0,short
1284-1180-0019.flac,1284,1180,F,15.025,long
8463-294828-0016.flac,8463,294828,F,3.295,short
1580-141083-0012.flac,1580,141083,F,7.065,medium
3575-170457-0012.flac,3575,170457,F,5.8500625,medium
1089-134686-0008.flac,1089,134686,M,6.73,medium
1995-1826-0016.flac,1995,1826,F,5.9,medium
1580-141083-0007.flac,1580,141083,F,4.565,short
4446-2275-0027.flac,4446,2275,F,2.995,short
8555-292519-0004.flac,8555,292519,F,3.245,short
4446-2273-0008.flac,4446,2273,F,7.715,medium
8463-294828-0037.flac,8463,294828,F,5.37,medium
8455-210777-0069.flac,8455,210777,M,8.915,medium
908-31957-0008.flac,908,31957,M,10.005,long
2830-3980-0050.flac,2830,3980,M,7.475,medium
121-127105-0028.flac,121,127105,F,6.75,medium
260-123286-0018.flac,260,123286,M,5.67,medium
8555-284449-0015.flac,8555,284449,F,5.12,medium
4446-2273-0001.flac,4446,2273,F,4.66,short
3570-5695-0009.flac,3570,5695,F,5.025,medium
7021-79740-0000.flac,7021,79740,M,11.125,long
8455-210777-0014.flac,8455,210777,M,4.12,short
1089-134686-0023.flac,1089,134686,M,13.275,long
6829-68771-0027.flac,6829,68771,F,5.32,medium
2830-3980-0010.flac,2830,3980,M,6.525,medium
1284-1180-0013.flac,1284,1180,F,3.705,short
1188-133604-0041.flac,1188,133604,M,10.07,long
8230-279154-0017.flac,8230,279154,M,7.93,medium
4970-29095-0037.flac,4970,29095,F,6.885,medium
7021-85628-0020.flac,7021,85628,M,6.45,medium
5683-32879-0006.flac,5683,32879,F,11.99,long
908-157963-0001.flac,908,157963,M,2.885,short
4077-13751-0001.flac,4077,13751,M,8.745,medium
237-134500-0000.flac,237,134500,F,6.13,medium
4507-16021-0035.flac,4507,16021,F,7.535,medium
6829-68769-0013.flac,6829,68769,F,2.725,short
1995-1837-0027.flac,1995,1837,F,6.705,medium
2300-131720-0035.flac,2300,131720,M,25.49,long
1320-122617-0027.flac,1320,122617,M,5.6899375,medium
5683-32866-0018.flac,5683,32866,F,5.455,medium
1995-1826-0017.flac,1995,1826,F,6.145,medium
2300-131720-0038.flac,2300,131720,M,5.61,medium
4970-29095-0027.flac,4970,29095,F,9.795,medium
6930-76324-0024.flac,6930,76324,M,4.05,short
3570-5694-0015.flac,3570,5694,F,8.435,medium
6829-68769-0032.flac,6829,68769,F,5.72,medium
2961-961-0022.flac,2961,961,F,25.985,long
5683-32879-0020.flac,5683,32879,F,6.545,medium
8555-284447-0003.flac,8555,284447,F,4.415,short
260-123288-0003.flac,260,123288,M,8.905,medium
8463-294828-0019.flac,8463,294828,F,4.53,short
3729-6852-0012.flac,3729,6852,F,2.86,short
1320-122612-0004.flac,1320,122612,M,6.425,medium
4992-41797-0009.flac,4992,41797,F,13.195,long
2830-3980-0060.flac,2830,3980,M,2.675,short
4970-29093-0013.flac,4970,29093,F,8.01,medium
2094-142345-0043.flac,2094,142345,F,7.35,medium
8463-294828-0005.flac,8463,294828,F,2.44,short
2300-131720-0000.flac,2300,131720,M,5.08,medium
3729-6852-0039.flac,3729,6852,F,8.825,medium
237-126133-0013.flac,237,126133,F,6.815,medium
7021-85628-0009.flac,7021,85628,M,8.54,medium
4970-29095-0033.flac,4970,29095,F,12.025,long
2830-3980-0030.flac,2830,3980,M,5.25,medium
8555-284447-0023.flac,8555,284447,F,7.155,medium
1089-134686-0028.flac,1089,134686,M,7.83,medium
6930-76324-0005.flac,6930,76324,M,5.035,medium
121-127105-0029.flac,121,127105,F,7.31,medium
4507-16021-0004.flac,4507,16021,F,2.135,short
1089-134686-0015.flac,1089,134686,M,5.815,medium
6829-68771-0033.flac,6829,68771,F,5.45,medium
121-121726-0000.flac,121,121726,F,8.46,medium
1089-134686-0018.flac,1089,134686,M,15.72,long
6829-68769-0011.flac,6829,68769,F,4.685,short
908-157963-0017.flac,908,157963,M,4.95,short
7729-102255-0034.flac,7729,102255,M,2.71,short
4446-2271-0010.flac,4446,2271,F,3.135,short
5683-32865-0012.flac,5683,32865,F,21.51,long
4992-41806-0004.flac,4992,41806,F,3.7,short
2961-961-0009.flac,2961,961,F,5.705,medium
4507-16021-0027.flac,4507,16021,F,1.995,short
5105-28240-0019.flac,5105,28240,M,6.2400625,medium
5683-32879-0019.flac,5683,32879,F,6.35,medium
8455-210777-0056.flac,8455,210777,M,5.545,medium
1580-141083-0003.flac,1580,141083,F,6.55,medium
61-70970-0025.flac,61,70970,M,7.435,medium
4970-29095-0001.flac,4970,29095,F,13.91,long
121-127105-0004.flac,121,127105,F,2.11,short
2300-131720-0025.flac,2300,131720,M,15.28,long
61-70968-0002.flac,61,70968,M,2.97,short
121-127105-0026.flac,121,127105,F,7.53,medium
1221-135767-0005.flac,1221,135767,F,5.865,medium
4446-2275-0012.flac,4446,2275,F,6.025,medium
1221-135766-0012.flac,1221,135766,F,16.22,long
1320-122617-0035.flac,1320,122617,M,18.22,long
8463-294825-0012.flac,8463,294825,F,5.9650625,medium
7127-75946-0028.flac,7127,75946,M,16.075,long
672-122797-0038.flac,672,122797,M,8.8,medium
1320-122617-0029.flac,1320,122617,M,7.875,medium
1188-133604-0021.flac,1188,133604,M,14.02,long
1284-1180-0030.flac,1284,1180,F,16.22,long
2830-3980-0046.flac,2830,3980,M,2.84,short
8463-287645-0007.flac,8463,287645,F,21.5,long
7176-92135-0020.flac,7176,92135,M,7.165,medium
2830-3979-0003.flac,2830,3979,M,8.085,medium
5683-32865-0011.flac,5683,32865,F,6.355,medium
1580-141084-0042.flac,1580,141084,F,5.06,medium
6930-76324-0002.flac,6930,76324,M,5.56,medium
7729-102255-0038.flac,7729,102255,M,7.92,medium
2961-960-0020.flac,2961,960,F,9.88,medium
7729-102255-0033.flac,7729,102255,M,6.775,medium
3575-170457-0016.flac,3575,170457,F,1.695,short
4077-13754-0008.flac,4077,13754,M,19.91,long
6829-68769-0044.flac,6829,68769,F,3.225,short
237-134493-0011.flac,237,134493,F,5.035,medium
1995-1826-0022.flac,1995,1826,F,4.745,short
5105-28241-0000.flac,5105,28241,M,6.455,medium
1089-134691-0023.flac,1089,134691,M,7.735,medium
8230-279154-0035.flac,8230,279154,M,7.555,medium
7127-75947-0021.flac,7127,75947,M,3.995,short
4446-2273-0030.flac,4446,2273,F,2.885,short
8455-210777-0048.flac,8455,210777,M,3.43,short
7127-75947-0012.flac,7127,75947,M,1.685,short
4446-2273-0035.flac,4446,2273,F,6.15,medium
