1688-142285-0010  HIS FATHER SPECULATED WILDLY FAILED AND THEN TOLD HIMSELF BECAUSE HE COULD NOT BEAR THE DISGRACE
3080-5032-0007  MY BEST QUALITIES IF I HAVE ANY THAT ARE GOOD SERVED BUT FOR AGGRAVATIONS OF MY FAULT AND I WAS ALLOWED TO HAVE WIT AND UNDERSTANDING AND DISCRETION IN OTHER THINGS THAT IT MIGHT APPEAR I HAD NONE IN THIS
3080-5032-0018  WELL IN EARNEST IF I WERE A PRINCE THAT LADY SHOULD BE MY MISTRESS BUT I CAN GIVE NO RULE TO ANY ONE ELSE AND PERHAPS THOSE THAT ARE IN NO DANGER OF LOSING YOUR HUT FOR HER IN BE INFINITELY TAKEN WITH ONE I SHOULD NOT VALUE AT ALL FOR SO SAYS IT JUSTINIAN WHY IS PROVIDENCE HAS ORDAINED IT THAT BY THE DIFFERENT HUMANS EVERYBODY MIGHT FIND SOMETHING TO PLEASE THEMSELVES WITH HER WITHOUT ENVYING THEIR NEIGHBOURS
3080-5040-0002  SHE HAS TOLD NOW ALL THAT WAS TOLD HER THAT VOWS YOU WILL NEVER SEE FOR WHENCE SHE HAD IT WE SHALL SEE WHETHER HER RESOLUTIONS ARE AS UNALTERABLE AS THOSE OF MY LADY THOMAS
3080-5040-0015  BECAUSE YOU FIND FAULT WITH MY OTHER LETTERS THIS IS LIKE TO BE SHORTER THAN MAY I DID NOT INTEND IT SO THOUGH I CAN ASSURE YOU
3080-5040-0017 'M CALLED UPON
3080-5040-0019  SEE YOU CAN CHID WHEN YOU PLEASE AND WITH AUTHORITY BUT I DESERVE IT I CONFESS AND I CAN SAY FOR MYSELF IS THAT MY FAULT PROCEEDED FROM A VERY GOOD PRINCIPLE IN ME
3080-5040-0020  BE DARE NOT LET OUR TONGUES LIE MORE ON ONE SIDE OF OUR MOUTH AND THE OTHER FOR FEAR OF OVERTURNING IT
3080-5040-0031  BUT TO KNOWING YOU WOULD COME HOME I CAN ASSURE YOU NOT FOR ANY OTHER KITCHEN OF MY OWN BUT WITH A COUSIN OF MINE IT HAD LONG DESIGN TO MAKE HERSELF SPOT WITH HIM AND DID NOT MISS UP HER AIM
3331-159605-0001  THEN WHAT PROPOSAL WAS THE MORE CREDIT
3331-159605-0007  IT HAS KNOWN HOW ALL HER LIVES AND HAS A GOOD CONFLUENCE OVER HER
3331-159605-0010  IT WAS THAT INDESCRIBABLE SOMETHING WHICH WOMEN ARE QUICK TO SEE AND FEEL IN MEN WHO HAVE BEEN BLESSED LIES AND GOOD MOTHERS
3331-159605-0018  TAKE HOLD OF MASSA CHARLIE'S HAND MISS MAMIE AND TALK PRETTY LIKE BILLY AND FLUSSY SAID THE MATE
3331-159605-0027  AS THE ARTFUL YOUNG MAN LAYING A TRAP INTO WHICH POLLY IMMEDIATELY FELL
3331-159605-0046  I AM NOT YOU KNOW AND PREFER TO BE AN INDEPENDENT SPINSTER AND TEACH MUSIC ALL MY DAYS
3331-159609-0015  I HOPE MARIA BAILEY IS ONLY THINK SIR SHE ADDED SOFTLY WHY COULD NOT BEAR TO HAVE HIM DISAPPOINTED AGAIN
3528-168656-0007  THUS IT FURNISHED A SUBJECT OF COMMENT FOR ALL THOSE WHO WERE UNOCCUPIED OR BORED IN THE CONDUCT
3528-168656-0008  SOME EUNUCH CHAPLET SOME AUTHENTIC RELIC
3528-168669-0004  AND YOU HAVE BEEN IN THE CHOIR IN PURSUANCE OF YOUR DUTIES TWO OR THREE TIMES
3528-168669-0033  A MORE OFTEN
3528-168669-0038  AT THAT MOMENT NINE O'CLOCK STRUCK
3528-168669-0077  THERE WAS AS NOTHING IN THE PRESENCE OF THE CROSS
3528-168669-0091  A PERSECUTE THE SAINTS
3528-168669-0114  YOU WILL DO IT SPEEDILY AS POSSIBLE
3528-168669-0125  IT WILL BE GIVEN TO THE EARTH EMPTY
3528-168669-0128  HASTE TO IMPROVE AND EXPEDIENT TO MAKE HER FORGET THE OATH
3538-142836-0002  WHOLT GATHERED IN WATER FOLLY WEATHER WILL SOON BE MELTED AND BE OF NO SERVICE FOR PRESERVES
3538-142836-0003  BUT TO DISTOLICS PROPERLY ACQUIRES BY A GREAT ATTENTION AND CONSIDERABLE EXPERIENCE
3538-142836-0013  ON THIS WAY IT IS ALSO THAT ORANGE AND LENNONSHIPS ARE PRESERVED
3538-142836-0016  THAT THEY MAY KEEP IT AS NECESSARY NOT TO BE SPARING OF SUGAR FIFTEEN AND THREE
3538-163619-0004  WHEN THE KING ENTERED AND SAW HE STOOD STILL AS IF HE WERE IN FETTERS AND COULD NOT STIR FROM THE SPOT WHEN A PICTURE SEEMED TO HIM SO BEAUTIFUL
3538-163619-0006  AT LAST THEY CAME IN SIGHT OF LAND
3538-163619-0008  O WHAT IS MY BROTHER SAYING ASKED HIS SISTER AGAIN
3538-163622-0002  HAST THOU ART FAITHFULLY AND WELL THE WHOLE DAY LONG SAID THE KING WHEN THE LAD CAME INTO HIS PRESENCE IN THE EVENING
3538-163622-0006  WHEN HE HAD RUN AFTER THE FAULT FOR A LONG LONG TIME AND WAS HOT AND TIRED HE PASSED BY A CLEF IN THE ROCK WHERE AN OLD WOMAN WAS SITTING SPINNING WITH THE DISTAFF AND SHE CALLED TO HIM
3538-163622-0008  THE YOUTH LIKE THE THOUGHT OF THIS LET THE FOLDS WERE WHEN THEY CHOSE AND SEATED HIMSELF IN THE CLEFT OF THE ROCK BY THE SIDE OF THE OLD HAG
3538-163622-0010  ON THE THIRD DAY SAID THE LAD WANTED TO SET OUT
3538-163624-0010  THE CIGARETTE SAID THAT SORT WOULD DO
3538-163624-0020  THEN MUST SHE SLEEP TILL THOU COMES FOR HER WAKING RISE UP AND RIDE FOR NOW SURE SHE WILL SWEAR THE VOW FEARLESS OF BREAKING
3764-168670-0007  IT IS EASY ENOUGH WITH THE CHILD YOU WILL CARRY HER OUT
3764-168670-0040  FRESHLEY OF RECOILED AND CRACKED HIS FINGER JOINTS BUT THAT IS IMPOSSIBLE
3764-168671-0002  A MORNING COACH IN WHICH COULD BE SEEN A PRIEST IN HIS SURPLICE AND A CHOIR BOY IN HIS RED CAP FOLLOWED
3764-168671-0008  TO BE BURIED IN PATHLESS CHAISE IS EQUIVALENT TO HAVING FURNITURE OF MAHOGANY IT IS RECOGNIZED AS ELECT
3764-168671-0011  ANNS HAD COMMITTED IT NOT ONLY WITHOUT DIFFICULTY BUT EVEN WITH THE APPLAUSE OF THEIR OWN CONSCIENCES
3764-168671-0023  GRAVE DIVOR YES
3764-168671-0024  YOU I
3764-168671-0043  HAD MY MIND ON THE CHILDREN ALL THE TIME I WANTED TO GET THEM OUT TO ONE SIDE AND PUMP THEM A LITTLE I FOUND OUT WHO I WAS BERNISO SHE MADE THE COLD CHILL STREAK ALL DOWN MY BACK BECAUSE SHE SAYS I OPEN MY MOUTH TO BEGIN BUT SHE GRABBED ME AND HUSTLED ME IN BEHIND THE BED AND SAYS HERE IT COMES I KNEW YOU COULD NOT CHOOSE BUT LIKE HER BUT YET LET ME TELL YOU YOU HAVE SEEN THAT THE WORST OF HER IN ELLACE WE HAVE HAD SUCH A SKIRMISH AND A PUNCE OF FOOLISH AN OCCASION AS I CANNOT TELL WHICH A STRANGER IS MY BEST QUALITIES IF I HAVE ANY THAT ARE GOOD SERVED BUT FOR AGGRAVATIONS OF MY FAULT AND I WAS ALLOWED TO HAVE WIT AND UNDERSTANDING AND DISCRETION IN OTHER THINGS THAT IT MIGHT APPEAR I HAD NONE IN THIS WELL IN EARNEST IF I WERE A PRINCE THAT LADY SHOULD BE MY MISTRESS BUT I CAN GIVE NO RULE TO ANY ONE ELSE AND PERHAPS THOSE THAT ARE IN NO DANGER OF LOSING YOUR HUT FOR HER IN BE INFINITELY TAKEN WITH ONE I SHOULD NOT VALUE AT ALL FOR SO SAYS IT JUSTINIAN WHY IS PROVIDENCE HAS ORDAINED IT THAT BY THE DIFFERENT HUMANS EVERYBODY MIGHT FIND SOMETHING TO PLEASE THEMSELVES WITH HER WITHOUT ENVYING THEIR NEIGHBOURS SHE HAS TOLD NOW ALL THAT WAS TOLD HER THAT VOWS YOU WILL NEVER SEE FOR WHENCE SHE HAD IT WE SHALL SEE WHETHER HER RESOLUTIONS ARE AS UNALTERABLE AS THOSE OF MY LADY THOMAS BECAUSE YOU FIND FAULT WITH MY OTHER LETTERS THIS IS LIKE TO BE SHORTER THAN MAY I DID NOT INTEND IT SO THOUGH I CAN ASSURE YOU'M CALLED UPON SEE YOU CAN CHID WHEN YOU PLEASE AND WITH AUTHORITY BUT I DESERVE IT I CONFESS AND I CAN SAY FOR MYSELF IS THAT MY FAULT PROCEEDED FROM A VERY GOOD PRINCIPLE IN ME BE DARE NOT LET OUR TONGUES LIE MORE ON ONE SIDE OF OUR MOUTH AND THE OTHER FOR FEAR OF OVERTURNING IT BUT TO KNOWING YOU WOULD COME HOME I CAN ASSURE YOU NOT FOR ANY OTHER KITCHEN OF MY OWN BUT WITH A COUSIN OF MINE IT HAD LONG DESIGN TO MAKE HERSELF SPOT WITH HIM AND DID NOT MISS UP HER AIM THEN WHAT PROPOSAL WAS THE MORE CREDIT IT HAS KNOWN HOW ALL HER LIVES AND HAS A GOOD CONFLUENCE OVER HER IT WAS THAT INDESCRIBABLE SOMETHING WHICH WOMEN ARE QUICK TO SEE AND FEEL IN MEN WHO HAVE BEEN BLESSED LIES AND GOOD MOTHERS TAKE HOLD OF MASSA CHARLIE'S HAND MISS MAMIE AND TALK PRETTY LIKE BILLY AND FLUSSY SAID THE MATE AS THE ARTFUL YOUNG MAN LAYING A TRAP INTO WHICH POLLY IMMEDIATELY FELL I AM NOT YOU KNOW AND PREFER TO BE AN INDEPENDENT SPINSTER AND TEACH MUSIC ALL MY DAYS I HOPE MARIA BAILEY IS ONLY THINK SIR SHE ADDED SOFTLY WHY COULD NOT BEAR TO HAVE HIM DISAPPOINTED AGAIN THUS IT FURNISHED A SUBJECT OF COMMENT FOR ALL THOSE WHO WERE UNOCCUPIED OR BORED IN THE CONDUCT SOME EUNUCH CHAPLET SOME AUTHENTIC RELIC AND YOU HAVE BEEN IN THE CHOIR IN PURSUANCE OF YOUR DUTIES TWO OR THREE TIMES A MORE OFTEN AT THAT MOMENT NINE O'CLOCK STRUCK THERE WAS AS NOTHING IN THE PRESENCE OF THE CROSS A PERSECUTE THE SAINTS YOU WILL DO IT SPEEDILY AS POSSIBLE IT WILL BE GIVEN TO THE EARTH EMPTY HASTE TO IMPROVE AND EXPEDIENT TO MAKE HER FORGET THE OATH WHOLT GATHERED IN WATER FOLLY WEATHER WILL SOON BE MELTED AND BE OF NO SERVICE FOR PRESERVES BUT TO DISTOLICS PROPERLY ACQUIRES BY A GREAT ATTENTION AND CONSIDERABLE EXPERIENCE ON THIS WAY IT IS ALSO THAT ORANGE AND LENNONSHIPS ARE PRESERVED THAT THEY MAY KEEP IT AS NECESSARY NOT TO BE SPARING OF SUGAR FIFTEEN AND THREE WHEN THE KING ENTERED AND SAW HE STOOD STILL AS IF HE WERE IN FETTERS AND COULD NOT STIR FROM THE SPOT WHEN A PICTURE SEEMED TO HIM SO BEAUTIFUL AT LAST THEY CAME IN SIGHT OF LAND O WHAT IS MY BROTHER SAYING ASKED HIS SISTER AGAIN HAST THOU ART FAITHFULLY AND WELL THE WHOLE DAY LONG SAID THE KING WHEN THE LAD CAME INTO HIS PRESENCE IN THE EVENING WHEN HE HAD RUN AFTER THE FAULT FOR A LONG LONG TIME AND WAS HOT AND TIRED HE PASSED BY A CLEF IN THE ROCK WHERE AN OLD WOMAN WAS SITTING SPINNING WITH THE DISTAFF AND SHE CALLED TO HIM THE YOUTH LIKE THE THOUGHT OF THIS LET THE FOLDS WERE WHEN THEY CHOSE AND SEATED HIMSELF IN THE CLEFT OF THE ROCK BY THE SIDE OF THE OLD HAG ON THE THIRD DAY SAID THE LAD WANTED TO SET OUT THE CIGARETTE SAID THAT SORT WOULD DO THEN MUST SHE SLEEP TILL THOU COMES FOR HER WAKING RISE UP AND RIDE FOR NOW SURE SHE WILL SWEAR THE VOW FEARLESS OF BREAKING IT IS EASY ENOUGH WITH THE CHILD YOU WILL CARRY HER OUT FRESHLEY OF RECOILED AND CRACKED HIS FINGER JOINTS BUT THAT IS IMPOSSIBLE A MORNING COACH IN WHICH COULD BE SEEN A PRIEST IN HIS SURPLICE AND A CHOIR BOY IN HIS RED CAP FOLLOWED TO BE BURIED IN PATHLESS CHAISE IS EQUIVALENT TO HAVING FURNITURE OF MAHOGANY IT IS RECOGNIZED AS ELECT ANNS HAD COMMITTED IT NOT ONLY WITHOUT DIFFICULTY BUT EVEN WITH THE APPLAUSE OF THEIR OWN CONSCIENCES GRAVE DIVOR YES YOU IVORT I AM LOST
3997-180294-0010  WITH THEM THE BODY HAS WORN OUT THE SOUL THE SENSES HALF BURNS OFF THE HEART DISSIPATION HAS LIGHTED THE FEELINGS
3997-180294-0020  OW WHY
3997-180294-0022  ARE MY ORDERS TO NIGHT AT A BOTHER
3997-180297-0004  MY DEAR PRUDENCE I ANSWERED HE DID NOT KNOW WHAT YOU ARE SAYING
3997-180297-0014  TRULY SHE CONTINUED WE POOR CREATURES OF CHANCE HAVE FANTASTIC DESIRE AND INCONCEIVABLE LOVES
3997-180297-0017  STAND FIRST IN THY SELF ESTEEM LAST IN THYSTEEM
4198-12281-0015  IN THE MEANTIME FRAYER JOHN WITH HIS FORMIDABLE BUTTON OF THE CROSS GOT TO THE BREACH WHICH THE ENEMIES HAD MADE AND THERE STOOD TO SNATCH UP THOSE THAT ENDEAVORED TO ESCAPE
4198-61336-0002  WELL MY SORDUROUS EXCLAIM IN THE WORDS OF THE PROCEPT WHERE IS THE KING OF ARPE
4294-9934-0028  MARIA SENT BACK THE THIRTY LOUIS TO HIS AUNT WITH THE RESPECTFUL LETTER IN WHICH SHE STATED THAT HE HAD SUFFICIENT MEANS OF SUBSISTENCE AND THAT HE SHOULD BE ABLE THENCEFORTH THE SUPPLY ALL HIS NEEDS
4294-35475-0001  WELLING HIMSELF ON HIS KNEES BEFORE THE KING HE CRIED O ROYAL SIRE BESTOW UPON ME ALSO A SWORD AND ESTEE THAT I MAY UP AND AWAIT ALL MY BRETHREN
4294-35475-0014  HE LIFTED THE SCISSORS AND WITH ONE STROKE TO STRIKE THE WEB AND GAVE THE FLIGHT TO READ HIM
4350-9170-0010  INDEED IT COULD NOT BE OTHERWISE
4350-9170-0024  THE UPPER CLASSES KNOW THAT AN ARMY OF FIFTY THOUSAND WILL SOON BE INSUFFICIENT AND NO LONGER BELONG ON PICOTENT MEN THEY FEEL THAT IS CURITY OF THEIR POSITION DEPENDS ON THE INCREASED STRENGTH OF THE ARMY
4350-9170-0026  THE MEANING OF THE PREVIOUS SPEECH PUT INTO PLAIN LANGUAGE IS THAT FUNDS ARE NEEDED NOT TO RESIST FOREIGN FOES BUT TO BUY UNDER OFFICERS TO BE READY TO ACT AGAINST THE ESLAVED TOILING MASSES
4852-28311-0020  AT THE FOOT OF THE HILL HE REACHED THE HOUSE
4852-28312-0002  WHAT WITH THE ONE WINDOW THE LOWERING DAY OUTSIDE THE LONG NARROW SHOP OF SOMBRE
4852-28330-0006  Z NO TIME AS SOON AS HE COULD DO IT WITHOUT BEING NOTICED AND HURRYING DOWN IN HIS CABIN
5442-41169-0005  SHALL I GO ON YOUR EXCELLENCY FINE CHAMPAGNE
5484-24318-0001  TO OFFER RESISTANCE WOULD HAVE BEEN MADNESS FOR EVEN HERMON PERCEIVED BY THE LOUD CLANKING OF WEAPONS ROUND THEM THEY GREATLY SECURE POWER OF THE ENEMY AND THEY WERE ACTING BY THE ORDERS OF THE KING TO THE PRISON IN THE PLACE OF EXECUTION
5484-24318-0004  OUGHT HE NOT TO GREET HIS SUDDEN END AS A BOOM FROM THE IMMORTALS
5484-24318-0015  TO MORROW YOU SHALL CONFESS TO ME WHO TREACHEROUSLY DIRECTED YOU TO THE STATELESS PATH
5484-24318-0020  I LOVE YOU AND HAVE LOVED YOU ALWAYS
5764-299665-0044  DECEIVED HIMSELF
5764-299665-0049  COULD THEY HAVE BEEN WORTH HAD HE HAD ANY OTHER RELIGION THAN CHRISTIANITY
5764-299665-0061  RELIGIONIST NEVER MADE MEN FREE
5764-299665-0065  CAN WE RECEIVE VIRTUE OR HAMMER AS ARMS
5764-299665-0093  THESE CANNOT BE DONE BY TALK OR EXAMPLE
6070-86744-0022  TALKING OF COUNTRIES REPLIED FRANZ OF WHAT COUNTRIES THE COUNT WHAT IS HIS NATIVE DOME WHENCE DOES HE DERIVE HIS IMMENSE FORTUNE AND WHAT WILL THOSE EVENTS SAID HIS EARLY LIFE IS MARVELLOUS AS UNKNOWN THAT HATH TINCTURED HIS SUCCEEDING YEARS WITH SO DARK AND GLOOMY AND MISANTHROPY
6070-86745-0015  AT WHAT ABOUT THE PAPERS
6128-63240-0009  AND HE TOOK UP HIS HAT VAGUELY A SOFT BLACK HAT WITH A LOW CROWN AND AN IMMENSE STRAIGHT BRIM
6128-63240-0022  THAT WAS ONE COMFORT WITH ALL EVE SHE NEVER WENT FROM ANY FORMS
6432-63722-0012  I'M WORKING IN THE INTEREST OF THE YOUNG MAN
6432-63722-0036  THAT'S RIGHT AGREED THE COLONEL AS HE CONTINUED TO MOVE HIS MAGNIFYING GLASS OVER THE SURFACE OF THE STILL TAKING WATCH
6432-63722-0058  THOUGH ALIMONY REPLIED THE COLONEL PUZZLED YES JUST THAT
6432-63723-0011  REMEMBER THAT CENTIAN GRAFTON HAD ONCE BEEN IN LOVE WITH EACH OTHER
6432-63723-0016  ALL BUT HE WELL OR I'LL SOON IN GOOD JUDGMENT ALL HE'LL PAY ALL RIGHT
7105-2330-0002  THEIR CHERRY GOOD NAT POSSIBLY FINE THAT THE PRISONER HAD NOT DELIBERATELY AND INTENTION BLOWN UP THE ALBERT HALL THE QUESTION WAS COULD THEY FIND ANY EXTENUATING CIRCUMSTANCES WHICH WOULD PERMIT US AN ACQUITAL
7105-2340-0032  LEPID WAS HAD TURNED AIRY THAN EVER MISSUS PETER HAD A FINAL INSPIRATION
7902-96592-0032  NO I CAN'T PART WITH THAT HA HA WAR JEERINGLY
7902-96592-0036  ONLY A SHAM
7902-96592-0048  FIT ON ASSAULT I CAN REALLY BISCUIT TALK OF GIVING ME ROASTLAND
7902-96594-0000  GREENSKIRT'S LOSS MADE MISTER DURHAM EH
7902-96595-0018  BURSTITY STAYED HIS BUSINESS WHILE THE BARONET WHO HAD TURNED SALARY MORE CARE MORE THAN HIS LOT DREW A BREATH OF FULL RELIEF ONEERSHIP BOYS HE SAID
7975-280057-0009  MISS WHIRL STATE TO GUARD THE REMAINS ALTHOUGH SO INCURED THE NEWS OF THE MURDER TO COLONEL PEABODY OF THE FERTILE COMMAND WHO WAS THEN ENCAMP AT KANSA CITY
7975-280063-0001  MURE MYSELF MADE COUGHING THE ROOST BELOW ROSE HILL ON GRAHAM RIVER
7975-280076-0022  DOCTOR OLD LOOSE WAS HIS PHYSICIAN
8131-117016-0006  SHARP KEEPERS AND SOME OF THE LESS UNFORTUNATE PEOPLE THERE HAD PROTESTED LOUD ENOUGH TO REACH CLEAR BACK TO EARTH
8131-117016-0034  WANT THE NAME OF EVERY MAN ON THE GANG YOU CAN REMEMBER HE TOLD THE MAN
8131-117017-0014  GORDON AND JENKINS CAME BACK MARDOCK TOSSED THE MONEY TO THEM SPLIT IT
8131-117029-0021  BY I OW DREAD I'M GETTING OLD EZE YOU TELL HIM
8188-269288-0016  EYES SHONE WITH PLEASURE AT THE ANTICIPATION OF THE DELIGHTFUL TIME SHE WOULD HAVE RIVELING IN THE HOME NEWS THE OTHER LETTER WAS DIRECTED TO ANY COLCHESTER
8188-269288-0053  AND HE DID NOT MEAN TO CONFINE IN ANY ONE THAT NIGHT AND THE KINDEST THING WAS TO LEAVE HER ALIVE
8188-269290-0042  AM I MY BROTHER'S KEEPER
8188-269290-0043  YOU ASK SHE CONTINUED
