1688-142285-0010  HIS FATHER SPECULATED WILDLY FAILED AND THEN KILLED HIMSELF BECAUSE HE COULD NOT BEAR THE DISGRACE
3080-5032-0007  AND ESQUITIES IF I HAVE ANY THAT ARE GOOD SO BUT FOR AGGRAVATIONS OF MY FAULT AND I WAS ALLOWED TO HAVE WRITTEN UNDERSTANDING AND DISCRETION IN OTHER THINGS THAT IT MIGHT APPEAR I HAD NONE IN THIS
3080-5032-0018  WELL IN EARNEST IF I WERE PRINCE THAT LADY SHOULD BE MY MISTRESS BUT I CAN GIVE NO ROOM TO ANY ONE ELSE AND PERHAPS THOSE THAT ARE IN NO DANGER OF LOSING THE HEART TO HER IN BE INFINITELY TAKEN WITH ONE I SHOULD NOT VALUE AT ALL FOR SUCCES AND JUSTINIAN WISE PROVIDENCE HAS OR GAINED IT THAT BY THEIR DIFFERENT HUMORS EVERYBODY MIGHT FIND SOMETHING TO PLEASE HIMSELF WITH HIM THAT OUR EMPTYING THEIR NEIGHBORS
3080-5040-0002  SHE HAS TOLD NOW ALL THAT WAS TOLD HER THAT VOWS YOU WILL NEVER SAY FOR WHENCE SHE HAD IT WE SHALL SEE WHETHER HER RESOLUTIONS ARE AS AN ULTRAB AS THOSE OF MY LADY TALMAGE
3080-5040-0015  BECAUSE YOU FIND FAULT WITH MY OTHER LETTERS THIS IS LIKE TO BE SHORTER THAN NAME I DID NOT INTEND IT SO THOUGH I CAN ASSURE YOU
3080-5040-0017  BUT I AM CALLED UPON
3080-5040-0019  SEE YOU CONTINUED WHEN YOU PLEASE AND WITH AUTHORITY BUT I DESERVE IT I CONFESS AND ALL I CAN SAY FOR MYSELF IS THAT MY FAULT PROCEEDED FROM A VERY GOOD PRINCIPLE IN ME
3080-5040-0020  WE DARE NOT LET OUR TONGUES LIE MORE ON ONE SIDE OF OUR MOUTHS AND THE OTHER FOR FEAR OF OVERTURNING IT
3080-5040-0031  NOT TO KNOWING YOU HAD COME HOME I CAN ASSURE YOU NOT FOR ANY OTHER KITCHEN IN MY OWN BUT WITH A COUSIN OF MINE AND HAD NO DESIGN TO MAKE HERSELF SPART WITH HIM AND DID NOT MISS OF HER AIM
3331-159605-0001  THE MORE PROPOSAL WAS THE MORE CRITIC
3331-159605-0007  IT HAS MORE ALL HER LIFE AND HAS A GOOD CLUENCE OVER HER
3331-159605-0010  TO US THAT INDESCRIBABLE SOMETHING WHICH WOMEN ARE QUICK TO SEE AND FEEL IN MEN WHO HAVE BEEN BLESSED WISE AND GOOD MOTHERS
3331-159605-0018  TAKE HOLD OF MASSA CHARLIE'S HAND MISS MIMIE AND WHAT PRETTY THANK BILLY AND FLOSSY SAID THE MATE
3331-159605-0027  AS THE AUNT FIGHTING MAN LAYING A TRAP INTO WHICH POTTIE IMMEDIATELY FELL
3331-159605-0046  I AM ART YOU KNOW I PREFER TO BE AN INDEPENDENT SPINSTER AND TEACH MUSIC ALL MY DAYS
3331-159609-0015  HOW MARIE BAILEY'S ANYTHING SIR SHE ADDED SOFTLY WHY COULD I BEAR TO HAVE HIM DISAPPOINTED AGAIN
3528-168656-0007  DOES IT FURNISH THE SUBJECT OF COMMIT FOR ALL THOSE WHO WERE UNOCCUPIED OR BORED IN THE CONVENT
3528-168656-0008  SOME UNIQUE CHAPLET SOME AUTHENTIC RELIC
3528-168669-0004  YOU HAVE BEEN IN THE CHOIR AND PURSUANCE OF YOUR DUTIES TWO OR THREE TIMES
3528-168669-0033  EH MORE OFTEN
3528-168669-0038  AT THAT MOMENT NIGHT LOCKS
3528-168669-0077  THERE WAS NOTHING THE PRESENT OF THE CROSS
3528-168669-0091  A PERSECUTE THE SAINTS
3528-168669-0114  YOU WILL DO IT AS SPEEDILY AS POSSIBLE
3528-168669-0125  IT WILL BE GIVEN TO THE EARTH EMPTY
3528-168669-0128  HE HAD HASTILY APPARIZE AN EXPEDIENT TO MAKE HER FORGET THE OATH
3538-142836-0002  WHO GATHERED A LETTER FOLLOWED AND GIVE NO SERVICE FOR PRESERVES
3538-142836-0003  BUT HE THOUGHT IS PROBABLY QUITE VERY GREAT ATTENTION AND CONSIDERABLE EXPERIENCE
3538-142836-0013  IN THIS WAY IT IS ALSO THAT ORANGE AND LENNSHIPS ARE PRESERVED
3538-142836-0016  THAT THEY MAY KEEP IT AS NECESSARY NOT TO BE SPARING OF SUGAR THIRTEEN AND THREE
3538-163619-0004  WHEN THE KING ENTERED THOUGHT HE STOOD STILL AS IF HE WERE IN FETTERS AND COULD NOT STARVE FROM THE SPOT IN A PICTURE SEEMED TO HIM SO BEAUTIFUL
3538-163619-0006  AT LAST THERE CAME IN SIGHT OF LAND
3538-163619-0008  OH IS MY BROTHER SAYING ASKED HIS SISTER AGAIN
3538-163622-0002  HAST THOU TOWEL BEHOLDER LONG SAID THE KING WHEN THE LAD CAME INTO HIS PRESENCE IN THE EVENING
3538-163622-0006  WHEN HE HAD RUN AFTER THE FALL FOR A LONG LONG TIME AND WAS HOT AND TIRED HE PASSED BY A CLEF IN THE ROCK WHERE AN OLD WOMAN WAS SITTING SPINNING WITH A DISTAFF AND SHE CALLED TO HIM
3538-163622-0008  THE YOUTH LEFT THE THOUGHT OF THIS WHEN COLD WATER CHOSE THAT SEATED HIMSELF IN THE CLEFT OF THE ROCK BY THE SIDE OF THE OLD HAG
3538-163622-0010  ON THE THUNDER DAY SAID THE LADLIGHT TO SET OUT
3538-163624-0010  SO SINGA SAID THAT SWORD WOULD DO
3538-163624-0020  NEVER SHE SLEEP TILL THOU COMES FOR HER WAKING RISE UP AND RIDE FOR NOW SURE SHE WILL SWEAR THE VOW FEARLESS OF BREAKING
3764-168670-0007  IT IS EASY OFF IT A CHILD YOU WILL CARRY HER OUT
3764-168670-0040  FLUSHING RECORD AND CRACKED HIS FINGER JOINTS BUT THAT IS IMPOSSIBLE
3764-168671-0002  A MORNING COACH IN WHICH COULD BE SEEN A PRIEST IN HIS SURPLICE A QUIET BOY IN HIS RED CAP FOLLOWED
3764-168671-0008  TO BE BURIED IN PELACHETZ IS EQUIVALENT TO HAVING FURNITURE OF MAHOGANY IT IS RECOGNIZED AS ELEGANT
3764-168671-0011  ANNOUNCE IT COMMITTED IT NOT ONLY WITHOUT DIFFICULTY BUT EVEN WITH THE APPLAUSE OF THEIR OWN CONSCIENCES
3764-168671-0023  WIFE YES
3764-168671-0024  YOU I
3764-168671-0043 VAN THOUGHT I AM LOST
3997-180294-0010  WOULD THEN THE BODY HAS WORN OUT THE SOUL THE SENSES HALF BURNS UP THE HEART DISSIPATION HAS ONCE AT THE FEELINGS
3997-180294-0020  OW WHY
3997-180294-0022  MY ORDERS FLIGHT AT A BOTHER VILLE
3997-180297-0004  MY DEAR PRUDENCE I ANSWERED YOU DO NOT KNOW WHAT YOU ARE SAYING
3997-180297-0014  TRULY SHE CONDEED BE POOR CREATURES OF CHANCE HAVE FANTASTIC DESIRE AND INCONCEIVABLE LOVES
3997-180297-0017  WE STAND FIRST IN THEIR SOLVISED LAST IN THY SCHEME
4198-12281-0015  IN THE MEANTIME FRIAR JOHN WITH HIS FORMIDABLE BATON OF THE CROSS GOT TO THE BREACH WHICH THE ENEMIES HAD MADE AND THERE STOOD TO SNATCH UP THOSE THAT ENDEAVOURED TO ESCAPE
4198-61336-0002  WELL MY SIR DORIS EXCLAIM IN THE WORDS OF THE PROCEED WHERE IS THE KING OF ARPE
4294-9934-0028  MARIA SENT BACK THIRD LOUIS WHOSE AUNT WITH THE RESPECTFUL LETTER IN WHICH HE STAYED THAT HE HAD SUSPICIONED MEANS OF SUBSISTENCE AND THAT HE SHOULD BE ABLE THENCEFORTH THE SUPPLY ALL HIS NEEDS
4294-35475-0001  WEARING HIMSELF ON HIS KNEES BEFORE THE KING HE CRIED O ROYAL SIRE BESTOW UPON ME ALSO A SWORD AND THE STEED THAT I MAY UP AND WAIT ALL MY BRETHREN
4294-35475-0014  HE LIFTED THE SCISSORS AND WITH ONE STROKE TO STRIKE THE WEB AND GAVE THE FLIGHT
4350-9170-0010  INDEED COULD NOT BE OTHERWISE
4350-9170-0024  THE UPPER CLASSES KNOW THAT AN ARMY OF FIFTY THOUSAND OLD SOON BE INSUFFICIENT AND NO LONGER BELONG AN INCOTSMEN THEY FEEL THERE IS SECURITY OF THEIR POSITION DEPENDS ON THE INCREASED STRENGTH OF THE ARMY
4350-9170-0026  THE MEANING OF THE PREVIOUS SPEECH PUT INTO PLAIN LANGUAGE IS THAT FUNDS ARE NEEDED NOT TO RESIST FOR THOSE BUT TO BUY OTHER OFFICERS TO BE READY TO ACT AGAINST THE ENSLAVED TOIL MASSES
4852-28311-0020  AT THE FOOT OF A HILL HE REACHED THE HOUSE
4852-28312-0002  WHAT WITH THE ONE WINDOW AND THE LOWERING DAY OUTSIDE A LONG NARROW SHOP WAS SOMBRE
4852-28330-0006  A CHRIS LOST NO TIME AS SOON AS HE COULD DO IT WITHOUT BEING NOTICED IN HURRYING DOWN IN HIS CABIN
5442-41169-0005  SHALL WE GO ON YOUR EXCELLENCY FINE CHAMPAGNE
5484-24318-0001  TO OFFER ASSISTANCE WOULD HAVE BEEN MADNESS FOR EVEN HERMON PERCEIVED BY THE LOUD CLANKING OF WEAPONS ROUND THEM THEY GREATLY SUPERIOR POWER OF THE ENEMY AND THEY WERE ACTING BY THE ORDERS OF THE KING TO THE PRISON NEAR THE PLACE OF EXECUTION
5484-24318-0004  OUGHT HE NOT TO GREET HIS SON AND AS A BOOM FROM THE IMMORTALS
5484-24318-0015  TO MORROW YOU SHALL CONFESS TO ME WHO TREACHEROUSLY DIRECTED YOU TO THE STATELESS PATH
5484-24318-0020  I LOVE YOU AND HAVE LOVED YOU ALWAYS
5764-299665-0044  MAN AS DECEIVED HIMSELF
5764-299665-0049  BUT IT HAD BEEN WORTH AND THEY HAD ANY OTHER RELIGION THAN CHRISTIANITY
5764-299665-0061  RELIGIONISTS NEVER MADE MEN FREE
5764-299665-0065  CAN WE RECEIVE VIRTUE OR HUMOUR AS ALMS
5764-299665-0093  THESE CAN HAVE BEATEN BY TALK OR EXAMPLE
6070-86744-0022  TALKING OF CONTRAYS REPLIED FRANZ OF WHAT COUNTRIES THE COUNT WHAT IS HIS NATIVE DOME WHENCE DOES HE DERIVE HIS IMMENSE FORTUNE AND WHAT WERE THOSE THEN SAID HIS EARLY LIFE IS MARVELLOUS AS UNKNOWN THAT HATH TINCTURED HIS SUCCEEDING YEARS WITH SORE DARK AND GLOOMY AND MISANTHROPY
6070-86745-0015  BUT WHAT BUT THE PAPERS
6128-63240-0009  AND HE TOOK UP HIS HAT VAGUELY A SOFT BLACK HAT WITH A LOW CROWN AND AN IMMENSE STRAIGHT BRIM
6128-63240-0022  THAT WAS ON COMFORT WITH OUR LIVE SHE NEVER WENT THROUGH ANY FORMS
6432-63722-0012  I'M WORKING IN THE INTEREST OF THE YOUNG MAN
6432-63722-0036  THE TRIED AGREED THE COLONEL AS HE CONTINUED TO MOVE HIS MAGNIFYING GLASS OVER THE SURFACE OF THE STILL TICKING WATCH
6432-63722-0058  NO ALEY REPLIED THE COLONEL PUZZLED YES JUST THAT
6432-63723-0011  REMEMBER THAT CENTIA GRAFTON HAD ONCE BEEN IN LOVE WITH EACH OTHER
6432-63723-0016  ALL BUT HE WILL OR I'LL SOON AND GET JUDGMENT OH HE'LL PAY ALL RIGHT
7105-2330-0002  THERE JERRY COULD NOT POSSIBLY FIND LED THE PRISONER HAD NOT DELIBERATELY AND INTENTIONALLY BLOWN UP THE ALBERT HALL THE QUESTION WAS COULD THEY FIND ANY EXTENUATING CIRCUMSTANCES WHICH WOULD PERMIT OF AN ACQUAINTAL
7105-2340-0032  THE PATIENT COATS HAD TURNED EITHER THAN EVER MISSUS PETER HAD A FINAL INSPIRATION
7902-96592-0032  NO I CAN'T PART WITH THAT HA HA LAUGHED THE BOY JEERINGLY
7902-96592-0036  NOT YOU ONLY SHAM
7902-96592-0048  BIT OF A MANY FELL ON HIS ALTACK AND REALLY BISCUIT TALK OF GIVING ME ROBES AND
7902-96594-0000  SMEARS WAS NOT MISTER GURGH EH
7902-96595-0018  BURSUADED HIS BUSINESS WHILE THE BARONET WHO HAD HER CELAH MORE CAREWORN THAN HIS LOT DREW A BREADTH OF FULL RELIEF MURDERSHIP BOYS HE SAID
7975-280057-0009  WITH WHILST I GUARD THE REMAINS WHETHER SON CARRIED THE NEWS OF THE MURDER TO COLONEL PEABODY OF THE FERTILE COMMAND WHO WAS THEN IN CAMP AT KENSER CITY
7975-280063-0001  YOU MYSELF MADE COUGHING THE ROOSE BELOW ROSE HILL ON GRAHAM RIVER
7975-280076-0022  DOCTOR OLICE WAS HIS PHYSICIAN
8131-117016-0006  SHOPKEEPERS AND SOME OF THE LESS UNFORTUNATE PEOPLE THERE HAD PROTESTED LOUD ENOUGH TO REACH CLEAR BACK TO EARTH
8131-117016-0034  WANT THE NAME OF EVERY MAN ON THE GANG YOU CAN REMEMBER HE TOLD THE MAN
8131-117017-0014  GORDON AND JENKINS CAME BACK MARDOCK TOSSED THE MONEY TO THEM SPLIT IT
8131-117029-0021  I I OH DREAD I'M GETTING OLD AS E YOU TELL HIM
8188-269288-0016  EYES SHONE WITH PLEASURE AT THE ANTICIPATION OF THE DELIGHTFUL TIME SHE WOULD HAVE RIVELING IN THE HOME NEWS THE OTHER LETTER WAS DIRECTED TO EDDI COLCHESTER
8188-269288-0053  AND HE DID NOT MEAN TO COMBINE IN ANY ONE THAT NIGHT AT A KINDEST THING WAS TO LEAVE HER ALONE
8188-269290-0042  AM I MY BROTHER'S KEEPER
8188-269290-0043  YOU ASK SHE CONTINUED
8188-274364-0001  THE GOVERNMENT OF IRELAND HIS ADMINISTRATION HAD BEEN EQUALLY PROMOTED OF HIS MASTER'S INTEREST AND THAT OF THE SUBJECTS COMMITTED TO HIS CARE
8188-274364-0002  THE CAFE OF LITTLE MONOS OF ALL THOSE WHICH WERE COLLECTED WITH CERTAINTY IS A MISS FLAGRANT AND THE LEAST EXCUSABLE
8188-274364-0011  YOUR MAJESTY HAVING TRIED THE EFFICIENS OF YOUR PEOPLE YOU ABSOLVED AND LOOSE FROM ALL RULES OF GOVERNMENT AND MAY DO WHAT POWER WILL ADMIT
8280-266249-0021  AND THEN SUCH POWERFUL ASSETS FOR DISINTES IRRITATION AND THIRST THERE IS RET WATER IS NOT QUENCH
8280-266249-0030  A GABBLING YONDER I AM FRAY THAT YOUNG FELLOW IS SEEING BADLY FLEECED BY THE MIDDLE AGED MAN OPPOSITE
8280-266249-0031  THE EYES OF THE HOLBORNEY ME AT ONCE TRENS IN THAT DIRECTION
8280-266249-0040  OH ASKED THE MATE I SEE NAT NAP HERE THAT THERE ARE SOME IN THE STEERAGE
8280-266249-0049  AND MISTER LILLO WAITING FROM HIS FIRST SLEEP IN A STATE ROOM NEAR BY THOUGHT HE ABATED AT ONCE MORE
8280-266249-0062  SHE ANSWERED PRESSING HER HAND AFFECTIONATELY ARE WE NOT SISTERS IN CHRIST
8280-266249-0064  YOU ARE A LIGHT CHRIST JESUS
8461-258277-0001  TEN SAID NEEDS MUST I HAVE SIGH NOVELS SAY NOW CERTAINLY THERE CAME A RAP AT THE DOOR AND THE MAID SAID WHO IS AT THE DOOR
8461-258277-0005  AND SHE THREW DOWN THE JEW'S HEAD BEFORE HIM
8461-278226-0008  PHILIP JOSCELYNE WAS EXAMINING SOME PICTURES ON THE OTHER SIDE OF THE ROOM WHEN HE'S WIFE MADE THE DISCOVERY
8461-281231-0005  EXCLAIMED THE NORMAN PO
8461-281231-0015 T FIERCE LET ME SAY SAID DEBRACY WHAT DID IMPORTS THEE TO DAY
8461-281231-0029  WITH THIS EPISTLE THEN HAPPY OLD MAN SET OUT TO PROCURE HIS DAUGHTER SLABORATION
8461-281231-0035  ASSURANCE THAT SHE WAS THERE SOME FRIEND IN HIS AWFUL ASSEMBLY GAVE A COURAGE TO LOOK ROUND AND TO MARK IN THE HOSTS SHE HAD BEEN CONDUCTED
367-293981-0002  I SAY REPLIED SANCHO THAT I SWEAR TO HOLD MY TONGUE ABOUT IT TILL THE END OF YOUR WORSHIP STAYS AND CONGRAT I MAY BE ABLE TO LET IT OUT TO MORROW
367-293981-0013  DARKY HEARD IT SAID AND HE TAKING A THOUGHT HAND IN GOOD FAITH AND WAS THE BETTER WILL HOPED TO TELL IT JANE THE VERY LITTLE LESSON HIS MASTER
367-293981-0018  THE QUIET OF THE POOR BLANKETED WRETCH WAS SO LOUD THAT THEY REACHED THE EARS OF HIS MASTER WHO HALTING TO LISTEN TENDENTIVELY WAS PERSUADED THAT SOME NEW AVENGER WAS COMING UNTIL A CLEARLY PERCEIVED THAT IT WAS A SQUIRE WHO UTTERED THEM
533-131562-0008  I THEN SAY A BROKEN IT DID I RETURNED HE
533-131562-0010  AND AS FOR THE HOUSE OF MATTERS MISSUS GRAVES MUST BE VERY PARTICULAR IN KEEPING HER ACCOUNTS WHEN THE SCULL UP IN AN ENCHANTING NEW PLAN
533-131564-0007  LITTLE MIND MY BLAME SPEAKING SAID I IT IS FROM THE BEST OF THE MOTIVES
533-131564-0014  WHAT DID YOU MAKE OF ME AND THE CHILDREN TO BE SURE THAT WERE HE HURT DEATH BETWEEN THEM
1688-142285-0007  I REALLY WAS VERY MUCH AFRAID OF SHOWING HIM HOW MUCH SHOCKED I WAS AT SOME PART OF WHAT HE SAID
3997-180294-0021  MY WHOLE BEING WAS EXALTED IN JOY AT THE MEMORY OF THE WORDS HE HAD EXCHANGED DURING THAT FIRST NIGHT
3997-180297-0007  IS THAT REALLY THE ONLY REASON
3997-180297-0010  I FANCIED FOR A MOMENT THAT I MIGHT GIVE MYSELF THEIR HAPPINESS FOR SIX MONTHS YOU WILL NOT HAVE IT YOU INSISTED ON KNOWING THE MEANS
3997-180297-0013  WHEN ECHOK THAT'S MARVELOUS CREATURE WHOSE FEET I HAD ONCE LONGED TO KISS WAS WILLING TO LET ME TAKE MY PLACE IN OUR THOUGHTS BY PARTING HER LIFE AND THAT I WAS NOT YET CONTENT WITH WHAT SHE GAVE ME I ASKED AT LAST DESIRE HAD IMMEDIELITS WHEN SATISFIED AS PROBABLY AS MIGHT HAVE BEEN IT REACHED AFTER SOMETHING FURTHER
3997-182399-0010  SO WE ARE THE CHIMNEY TOWERS WHENEVER ALL JACK BOSS GUESS THE STRAIN DOWN WHERE HE HAD NO BUSINESS
4198-12281-0002  NEVERTHELESS AT ALL VENTURES THEY RANG THE BELLS EHED CAPITULA CAPITULAR DAYS
4198-12281-0003  WHILE THE VIRGIL OF GOD WHY DO NOT YOU SING ANY YEARS FAREWELL VINTAGE IS NOT
4198-61336-0013  DEALISH THE GRANDSON OF JEHU HOW DID YOU SUCCESSES IN COUNSELLED WITH DAMASCUS
4350-9170-0014  BETWEEN MEMBERS OF ONE'S DAY SUBJECT TO A SINGLE AUTHORITY THE STRIPE BETWEEN THE INDIVIDUAL SEEMED STILL LESS AND A LIFE OF THE STATE SEEMS EVEN MORE SECURE
4852-28311-0005  WHAT BECAME UNEASY INFEST AND MOLASTIC BAND OUT OF HIS POCKET MADE A FLUCK OF PAPER AND SET IT SOARING OUT IN AB STREET
4852-28311-0011  A BITTER AND GOING AFTER ALL THIS TURN TO IN HIM
4852-28312-0008  A SOLID AS HORSE CAME BACK TO
4852-28319-0011  THOUGHT NOR THAT A FEELING OF PRIDE THE COMMENCED THE EXPERIMENT HANG WITH HIS TAIL AND FINS WITH SUCH ENTHUSIASM AND DELIGHT SOME LITTLE TIME ELAPSED BEFORE MISTER WICKER'S VOICE BOOMED BY US BY
4852-28319-0021  THUS CAME TWO HOURS FOR ITS TIME THUNDER SNARLS IN THE SKY
4852-28319-0023  IS A WORKER BEGAN MOVING ABOUT UPSTAIRS THE FULL HORN CREAKED AND STILL BRIS COULD NOT LEAVE UNTIL THE FUNCTION FUMED AND GLOWED
4852-28330-0015  SHICK IN SCARGO IN ITS MAN WILL BE IN YOUR HANDS
5442-41168-0015  THAT IS A MATAFORE EACH MAN'S OWN DECISION HE SAID SEVERELY
