filename,client_id,sentence,age,gender,locale,duration_sec
common_voice_en_17390390.mp3,01e66c5c7f01bfc3032aa6f75e78409e7eb060868afd9f163c4da4bd2406ba69910c064bbe3585b0ff22c9802ece6347e24eb3d4716ad042a455e1f96f93b3b3,"When the user's identity has been accepted by the server, you will be notified.",,,en,5.064
common_voice_en_39751075.mp3,01e8ea298cdecf26e273f5baac3915eb992c493f2296867520f1a322897384eda0d76278de396ea87a02c997090d282f4f32f4f01c325b21f87731721c2f11ba,Madin was a significant figure of post-war Birmingham architecture.,,,en,6.012
common_voice_en_1885769.mp3,01fac24656520c9ac9d116adad74a8d86c75854e05c72e0f74cd057edda14b2d5c0d069219156a9106dcc084a3786ec2d3b5b3ac083586e179400f6fc1520a20,Add the column and put the sum here.,,,en,4.512
common_voice_en_17392075.mp3,020c1aed583106db87791215c22240bc4f4ecba0fde91c70e916f96a8f535ff7f2f801a7eef8d5dc3be40e0d274052f3de0a89dd831a92c88dbe94f683b5fdf6,"Hello, Benjamin.",,,en,1.896
common_voice_en_17334321.mp3,021590de432f85940e1ba35f4d11b0177e8c984d0a01d47716c69461338bb6c4678c2ce816944a93adc0bbfc9f67184bcc28513af5809feea6e4b18ce077e35c,"After playing tennis in virtual reality, he felt dizzy.",,,en,3.84
common_voice_en_20308606.mp3,021d6a05fb4ca4d4df530f5abb1eb50e38ed4408c7dd2bc3c387fa01e7c4a67752fd7bb79c9fd6e40d657834f8ed1a0af74dddd9aaa6950b389de0b2455e737e,A mansion was usually set on a one square.,,,en,5.52
common_voice_en_17393134.mp3,0235137393f1d22185d566ad0c09ae10c19251bf834849b43bfcef3f69ec8cc53fcba6a9adce452820ab6a06b1a7d6ccf9176f27e8cde892c2cb3186ad926358,Have you the key?,,,en,1.752
common_voice_en_34382925.mp3,02383add753a7c4520ae3da15d55f2e28815b016a174dc64e0cb199ebad0cfcf1ec57f933d19ee5c383db63f8204f0d4a422eb72c4774f7336a88f05800e3cba,Rapidan Campaign May–June.,twenties,male_masculine,en,2.268
common_voice_en_18891931.mp3,023cb8f1e688f31a27e7969c1cc73aa4eeedfc139b08e9e0ab2651a606adee83f7326378dfd653d6996b0212c58eba212c552e2a6c0f1fc53a8b59a39c60ca68,"Alston commented that he felt the cartoonist ""might have had some racial intent"".",,,en,9.0
common_voice_en_15735183.mp3,02528a10a215c545263d5488b65ec48a3caadce3be9732c23fdc95ec29f1ad95efd10be973c9471fb54d97147ddc7842aa6f09569d989dff162d51cde683cfce,Doing a handstand needs a lot of practice to learn.,,,en,8.544
common_voice_en_12677.mp3,0252d0c3cfd2983e21b4d79e35b0741251962252faf9b0e2dff5d05db3e7fbe456ce60bad75f21f97e418ed3b28434e787c5a5b92de570724dba81e2f0c5f82b,Man in red tshirt and baseball cap viewed from above he is has a pile of posters,,,en,6.144
common_voice_en_19909115.mp3,025ce0842ffc6414863652b7d4b1025870b9fbbad159a1d47b35fe22a4bfcefa8c13d6108f5d307186abc22151d5232a9dae809d365f9a1c772c0529ec766c07,The two films were then released within one day of each other.,,,en,4.776
common_voice_en_21687614.mp3,025eb766ec60af154f10a553036367e3eeaa345229d538adba22fad5cb0aaa4be13638d9544017f25465226144abe294062b10d677381ac3cce8f340eacf29b3,‘What did he say his name was?’ asked the captain.,,,en,5.136
common_voice_en_17294261.mp3,029c570373c0c3f4067a44baddd84425816f1a96febd636121818f0e49f55e5fc4fdde9ab897afe0396637956f370c40f8622c7d8974e7915e3541f05b6961ff,"At the hospital, I met a very nice nurse.",,,en,5.088
common_voice_en_22005778.mp3,02a86ce07b7b7d4dfb369c632369b6d7ebcff87472beae34ee1062be99a6eabe7f0ae3c1197ac01e053aa3d5204208aef11a3eff283d7b8257039f01fef62d4b,yes,,,en,3.288
common_voice_en_33920938.mp3,02a98ded0a05ed87a2cf633d48806e7c4739b152175924eb92ba56cd3b01d2f96a6cf9f2b6fe2dfcd42f4a49ba14f905c3a248b1033842ba75480645c7a80d95,He received his Ph.,,,en,7.452
common_voice_en_26452532.mp3,02b2e3bb56c3f8055868932b59b43748840ac048d06ca6136128d4e51e4ef43d2c4a957589f5aa06324089022da82eee6fe97a75fed32fa5d258b271135dd698,"Since their inception, Harris has been the band's principal composer and lyricist.",,,en,6.3
common_voice_en_601141.mp3,02b84f9a685d15cd7d064259193305544764adff913ae208514104b14cbbcdc005f51d18cd379481e5165fc342dd86492657cbd3dff5420c44d5c62773ab77a5,"After experiencing a mind-blowing sensual orgy, Mike was sure he had taken an overdose.",,,en,8.112
common_voice_en_19688238.mp3,02bf1e75c0efdbbf653e96844ad89d74396ab21f16678c235a736e387798633245ee0850af757e355e7b746d96cb1693c9b912c9427f6cd0de74249a5118d901,Religious festivals include the Muslim Eids and the Christian Christmas and Easter.,,,en,9.624
common_voice_en_17260286.mp3,02bff360a0ec79ba0e259c5c57f5f52d5ed0555e42464bf1bcc3d102163319a5c993b029fcc6f413815e051bfe443c0beacf3f62fe8012bc9a8be3da1e2de4f5,"What do you advise, sir?",,,en,2.112
common_voice_en_17941982.mp3,02c238d51d52260722112ff1974560e769a0df457ed8afb1f934647a875ffa472dc1f820f603aec771be9e565a8f97abc343f3f7a088f46e60a7abdc8284f0ca,"Charles looked on, angry that there was nothing he could do.",,,en,5.664
common_voice_en_39589864.mp3,02cbc1fe01fc67fa72c6e067fbe020399082efbeb57a2bdd4a3d08f76423fec34da483c9492b254b8ba35db905aa829720ea03a59feb25eb71dc0ec6c549f374,Alexandria and Texas were shut down mid-season.,,,en,5.436
common_voice_en_20274470.mp3,02da4238b8bec8901bc1179cdca82f68d908efa2659adb39f01f5fa3d6c48f8080d72cd771faef53b9f7084b1e534786e003b1c6244fdde14a267b31a863eccf,"Karina Smirnoff of ""Dancing With The Stars"" hosted the following month.",,,en,8.568
common_voice_en_18929193.mp3,02dc0bd64b6d1a7b364966b27a3abf5b3a338b96f0268f173be05941ea43f7a83e32c7dd72966f432f6911cb9871bc6eae02032a3f75ca2977aaea4ea87bb408,It is inhibited by the pneumotaxic centre.,,,en,5.88
common_voice_en_37378946.mp3,02e40a9db5687e651ad45a5edb0b0b4ec628bc34507927fde7eb49e723f0e8c5401670166567939bf9dacce89a6d45822ea4a86cae672e316e66a2cb5f69f05e,Her intro later appeared on the David Holmes Essential Collection.,twenties,,en,6.696
common_voice_en_26555335.mp3,02e73e4203b525efc9a36b86ae56ea598e54d63b282f2d91de9c9ee6803d04b60db79b81f8db32820e97dde6d5ed3988184dc8f464d70cde3d04ea27249fb7e6,An important person in the life of Emile Claus was the painter Jenny Montigny.,,,en,7.848
common_voice_en_20789189.mp3,02e7a907952429eba55fe143869f84df32c8e31c44a8a2bb9165e8bf967580dd3e826f1db37bb0b358f877d78f98f919779133abf678ca42a9e0d35fd54d1eec,"In the United States, Federal Vehicle fleets refers to the federal government's vehicles.",,,en,10.344
common_voice_en_39582342.mp3,02e97f2f112f01eee1db675e7eb23850294dc865524581a1f5ade3b2ed924da46c8921ad147fd196b5143ad36fea3549169ae5086dfe8d9690fe039c7afc7d34,There is also a garnet mine in West Redding.,,,en,5.184
common_voice_en_38497561.mp3,02fa98c5a9a3e74e0014dec1e4825a9e29f7b918de2278b80d3c8b148a5809488948ecdd83fafdea1171f78cdd22e3d69a6858e63a3008c230caef5d6f928632,"They hastily drive to the plane, and flee from the dangers of the mob.",,,en,6.516
common_voice_en_28715410.mp3,030b421338d1d4305b326e644b405fe23075675c9f9f10e9b969772c1ac831a8b596fcb2330aca97c9e5d0640d0c329e1702be6f57f95e2ba33f11d156c78d40,"It was won by a woman from Vara, Sweden.",,,en,5.148
common_voice_en_22338655.mp3,030d0b51d96c93d1db9e4ba94dceaf341d98d51eb36820ca4d4463b61c52e12e215671a447d5a7596a338aed8d0aded5ac908ec86463059cd42d696cf374f47a,The prints are then delivered to the customer.,twenties,female_feminine,en,5.208
common_voice_en_18007422.mp3,0325eb8f908688855e1c7ecd6f68eeafcb0a2c29e92f9e383a1839d61d1d31e316c58a5d0aed37192c884e20fe2c9535c8a746442e4b85988bacbe181ed0f211,There was a long silence.,,,en,2.376
common_voice_en_686438.mp3,032a842037f19b117db90ccada1c0a9de5ffbccbe08bbf127a897c90f6045278d17b5f07e31c1614a63e1bd311169b8c4865273e9e6cfbd79ea35dbcfa258458,Maybe he just put it there for safe keeping?,,,en,4.008
common_voice_en_193576.mp3,032b8287e426a170a5bbc58148d40f737b9f51b6b2d81e78d2adc469775b11a56b6f875da92c8ddc93f8f6fb43f37a4b69d5b212b39236df35e8a4a5e4c022fc,"In spite of this, I still believed that there were men in Mars.",,,en,11.856
common_voice_en_635431.mp3,032dc4bd0aa1d34e6f27d2e338026b4fa26e8a1898ffa2c3a2d79ae348491da2e7738084d799e8d147452305d9e40edd0a6fbb1c7e1cd7afb6ccb88ca0f6faae,"The land was ruined, and I had to find some other way to earn a living.",,,en,10.224
common_voice_en_155041.mp3,0338947e8f091151073957fba39c6f35d626d017b93bbf9cbec3d9e9d9ca5fd434cc4f517f31cebcb668c7edb82628cd3a119ba5f165e2e3fc189f677b096e97,"I pointed out Mars, a bright dot of light.",,,en,4.464
common_voice_en_37355311.mp3,033de9ff626035f924f0c3e5a907c459b0a5f28c4bdc1c44e26a8e771f2a2233f304331cef41578ca13f0f59ac492569fd48ee7ab7bdcc49ed410cc6e5492644,I wondered if those birds were redwings?,,,en,3.996
common_voice_en_36745747.mp3,033f3362cc040505c2d434baa9a9a731bb4321aa1ab1a7781136b2d78d53e17bfb67111da3167d64e2ac50db73daf7194c263e2c3fe1ac75aa542b0bb3101d40,The state plans to re-work those curves to improve safety.,,,en,5.58
common_voice_en_25902308.mp3,034fe98e33291a2b36f1816ff5628a0bab0a4ca40c34c53de5027a6ea32e7782576d49b398d8ea553e379a482d22c5af364d90346e7c19245f7d826a1b29562a,He ended up running to the bars which fortified the windows of the first floor.,,,en,5.076
common_voice_en_37816005.mp3,035c37eb2a82a7244f9914a21f98dc993be82056ac7ce4792ffde27d0e8b1033ee91d6d818788d8e9589223f3bcdc3c37776f9d07ead98446b02f6bbd12fa525,"She takes him to the lift, sending him downwards.",,,en,5.688
common_voice_en_111075.mp3,0360d1fc61a1d78428c26af147802578d9fa5343c76ea6718fbad5a1e14366d5818540fdb349a52ed697bd3841d6df27a5341ea674320cd4a046f08a0f5ad155,"I know why I want to get back to my flock, he thought.",,,en,4.176
common_voice_en_37185966.mp3,0362a73c9aec0bd67a3b75284197554dcc4e56ea7d4c0a5844820cdf41383de8d1b58b5655a17ce874b807c6e863acdd8c885fe6470abeab7f4f87e4632e4dbd,She is married to the rapper and playwright Baba Brinkman.,thirties,female_feminine,en,4.788
common_voice_en_25512283.mp3,0369f0f3e679d8dd4f47b144a4e9a7938fd2ed08bc04d9c39f335f8bff7ecfe2e12ee514679978e51d2e4b0bb80f363d3998a78374c6c42adc13ab49fc0db8ee,"Many notable problem and study composers are also International Judges, including Genrikh Kasparyan.",,,en,9.036
common_voice_en_18312785.mp3,0376252fe47696542d8a4dae84e6a8a76ff195917912a12d5df0d0623f23c17e900a57868bd92c41663f48298fc00995f37846c072d53eac6f7af3bacb58da17,Do you have Hugo's phone number?,,,en,4.848
common_voice_en_86584.mp3,038b9db5286fc284d4b33a94a6612c9622df300bc2d95ff2534aeb2482c57d18582d802d1592af7f1d8b2a9fe4ab4dcbda3af88c261090d7fbb0375f77bf74e2,"You should see the other guy, specifically, how good at fighting he is.",,,en,7.296
common_voice_en_19479960.mp3,038bb51e882a7ab474659b540881e0454b2f2342dcbdf7d172072fc50ff287676240b51fa309c3428e8e1551fe4b7b21b95c5cde3fc9b1bdfa31695c332e6e61,He is of African-American and Italian descent.,,,en,4.608
common_voice_en_38634410.mp3,038f6ad43b46dd939ee259600aff31a7bdf245973aacc440fe0172f3e00d432523badbfb7e0bc9f9b499898e7d27f0d265d447b8ccfd595991113a0ecbe95db6,Lord Kingsdown funded the Kingsdown Church.,,,en,6.156
common_voice_en_193520.mp3,03953a9526f82e1f194242da21756875f22471a73c5c4c456dd48394459eb14488a6b8b25940a4ba9a2121d45dbf2b64524285ade24ebecc3b700f69c383daaf,That's not Carson Sphinx.,,,en,5.184
common_voice_en_18987361.mp3,039b311d120b7e10c43bdf42367874e77d804ab921b9e6c8a3afc37010e70e365fb9a6962e1515f80d16cd35c3023b6cde92d5555690326a4da5b5e03d27aeeb,Lorenz is listed as a Swiss heritage site of national significance.,,,en,8.496
common_voice_en_27366699.mp3,03a0841146708eecc5a345d30934931a9d5b58d82cdfc32ea93f0b8b59aab1582765d31c3c0cf7eb2a28b4e3b28efd871df538b4b193808754701ee238d7584f,I have never in life hit a tennis ball.,,,en,5.184
common_voice_en_40087973.mp3,03b62f72067ec967c423852bef03d1b61e63c156d86f6eaf5934f08afb01a0c1f127358ed9471c8f75d33f56795c4e29bfab6b3f9e502fcd06bc02d479c5e2d6,No runoff was necessary.,teens,transgender,en,2.772
common_voice_en_28819598.mp3,03b85e69102937639d7aaf4f2405a5093845d4056fee36a16aa84a41efd78afbc340369844d96eb2cf817841d868d933e9a736a3215014867770953692581e56,He is the first known and undisputed member of the Gediminids.,,,en,7.236
common_voice_en_17951140.mp3,03ba8ea4e06bb4a75dcf11c2fe3abd7fd4a59f1fee4e3a60751dd5cb588efe3b36a2335483c66b1663a55022b2548450d0df18aadc95d1b7b68ce68450915434,"When it comes to the crunch, our company will become insolvent.",,,en,4.296
common_voice_en_20233685.mp3,03cf85b6ac3e0e936fec403a9fd57044704cb01dd36ce5a43bb345b90f49ca03552e78118b1334213394b29e36d5cc5b9c01f5a841005ecf131580eabb65c209,Lion Rock is located north west of Wong Tai Sin.,,,en,7.464
common_voice_en_37529174.mp3,03d6c1b152d460722079e82e6ed008916dcb80d21e5b4907ebddfaf1d4f676093cb6ab041f02721b9ecf89340d0eda710132eddbd1266103cc10f5524089940c,He also established new schools throughout Spain.,,,en,4.464
common_voice_en_17757092.mp3,03e8abde17b66b182ac8f2df392fe26426a84b740ad1baea72d52213e8998be86fe82f8fe0eafdbeb977857d8a2e4b072445b0708a5a783d7f424675540cb494,Backface culling is a common trick to accelerate Three-D rendering.,,,en,6.576
common_voice_en_26957325.mp3,03eb649882f3a31e95eee2b5c54a7e63d68b2e10caeca4e29bbfcc7129d7f2b1295ab588dbd40e00abbeb4c4d21254a407221949deaeb4786803d3b36ccc8fe4,At dusk the Greek western flank was broken.,,,en,7.128
common_voice_en_18277778.mp3,040595ac714a98d21fe0c2f36d9699790008511517506502ba74d3619756addd19778ea957e9e172f7b2b03a41ca258ef46d87947e19896c88daf36c71a561f6,We should not take for granted how fortunate we have been.,fourties,male_masculine,en,5.376
common_voice_en_24023123.mp3,040c4390e26f9449775ef3cca86830961850d196752555ef85a61dab65211bf93da6ecc54ccf2a03200bfb24d5db6c5d7eae65bcb5a418a123e8a5da00132826,"Topical and up-to-the-minute, E!",,,en,9.036
common_voice_en_18319767.mp3,041aa3329d920b742f4ccd8f1d2681f0b961058d3aa72621b993193164b7defb4d9db8839be4b031820aaeee63c49924d4dc26b8f5f638a19b636ebbd8f75236,The farmer works the soil and produces grain.,,,en,5.208
common_voice_en_18066799.mp3,042bdb6c26407c86c5e24d02007a3108f82262e4a6f5b8d7cf2a3999eb1a84410752bb57630d846f4641ea6825efaa1ca1fa6b0b58c14eab8d659a7f9ec33099,Don’t you understand me?,fourties,male_masculine,en,6.024
common_voice_en_39263187.mp3,04347480ab0b18a8f9c3285107d106945cb2b14d430cdc78bf5b73b13e5ea3b4a3f4a9428a6cf9cfe31ba276ddbe3a103611f3c1df69d6f4937a9cf1da3678dc,They found one such edge in Fairbairn's system.,,,en,4.896
common_voice_en_21943181.mp3,043a451f648097c1a200f7e966289233e234f4e35ee00fae5c802ae549439c251f55389afa84f663f9373f8c09d4c74ad060c524911d9a6565e3ad8f72d7d2c2,eight,twenties,male_masculine,en,4.344
common_voice_en_159192.mp3,0442067945ff65edd69a75c28ed5d45f2d4de5ad5484fce6ee65cc700a443d0778afdfc0f2c3533bf1afde187b0d88fe6091456d98b2a609c9368f66387b2efc,The wind told me that you know about love the boy said to the sun.,,,en,12.624
common_voice_en_20586574.mp3,0446e65032f30acdda12c87fef9d1de14d34946a4d24301119e51169eebf8b19208278711373af9191550950a05ab4a540d090e329e6082254f4378e2507bd98,Geils began playing jazz trumpet but eventually switched to blues guitar.,twenties,male_masculine,en,6.96
common_voice_en_17390483.mp3,0459dc913b948f7195a8377c9347d78ac2fed3bb706f53604f8d3c377d37236fe2dbe09976bbd687db0f09d107de055b5564f1bacb4c676881c1380f34d23fdd,That man is your brother?,,,en,3.024
common_voice_en_38318720.mp3,047787d62753ff7ae8765c24b80cb4d3273afa0904718fd2e128b6af1f2fa6894dd0597b8c8cf091238b38d8cc73e722bd742079480d38f7d1121500452b5ef2,There is a small Vicinity Centres shopping complex in Albion Park.,,,en,5.472
common_voice_en_638672.mp3,049de77b67656dd360abc2fc18620a77f99469187417cd3393c4a807e122ee6cbe0e05196a1438370f98729f110b93f1d2b60c3a76677810a7d690f6c3d3b654,The students colored with their crayons.,,,en,5.592
common_voice_en_217612.mp3,049ef0a78305890e5cd840920088598c9e92cb9b8b833cac206c11a4b291c0abb966c1c170f5b24554b58fd222a19f0da443d7afa701a973b4ce6a5df999bb99,It seemed to him that it fell to earth about one hundred miles east of here.,,,en,6.12
common_voice_en_25540199.mp3,04a39fdb49e29af8583808982c4a942069ce36a0064028ab4860766d91d17c4389a2c3e5f261bd1695a782c89461e1f8c16d2619459703b58366524ea3e3d545,As such it is face uniform but with irregular face polygons.,,,en,7.596
common_voice_en_17759904.mp3,04a7b1c804c947b45d7bd9e8802e911764b09b21a03ce783355d92db101356ea3a6e220177b81bed4e06e504326be0f00eff84f724d232c7d9c8ee31013ff4f1,A tame squirrel makes a nice pet.,,,en,2.616
common_voice_en_16327.mp3,04a9076ba20997a616bf98eb6d5f87ffaf6b4afd16d2f82118efe6ad3feedb9740282a80a44fb383d9b224efac7b6c3bf11d9e2c4b8cafaf9950e85255656936,He took the fourth part and handed it to the monk.,,,en,6.864
common_voice_en_19992991.mp3,04a9ce9e64dd972cf42f4e442594635c8dfc3eb374d8a05fa597d8f5a91755bf64b7fa5d9dfc69d871aab0770fc7f8305ea715442731120a13b97c1f6c58be3e,He is a right-handed batsman and a left-arm slow bowler.,,,en,6.672
common_voice_en_21568053.mp3,04af6dbda80ed5efea74527c9014aa4b16c5e88c5b8fbf642cfb369c482679a7080b199c1771c75279fa797dacbb5b84bff44143276aaddd21a1484e5985e7c2,Cador is also said to be of Roman stock.,thirties,female_feminine,en,5.064
