filename,client_id,sentence,age,gender,locale,duration_sec,duration_cat
common_voice_en_34082129.mp3,31e3abdfc3c73f6e11d077c5f7c60ab720606d0682edc8b197ac7bce0d2bd4dbad779e3bf3179c2155c1648c5c0be4fa759195f3cc0d54236c4319aaf0e5ff96,Azerbaijan entered one male boxer into the Olympic tournament.,thirties,male_masculine,en,4.5,short
common_voice_en_17861963.mp3,cc96a677d29be7b0b466025b7ae479e9b5019ce7d6f456ae3d494f5e7e9a78567a8ac2127f05ae8e4e0224b7fc696deed7a7af023b24a1da537823e02b142690,"If you experience further problems, please let me know.",thirties,male_masculine,en,3.504,short
common_voice_en_20296863.mp3,13d76ca3033f3ab773e81f24b6ccadd56705dcf21585166700d3d42ad08e98ad0ea03255bf72dec599bfce0ae85becc78509e8194531565510baeade50fd7177,Washington Township residents have access to Harrisburg Area Community College.,teens,female_feminine,en,6.912,medium
common_voice_en_21367755.mp3,125cb76055e54642cce345d7b11263ee08b4093272b6a438264596c37d669a86349610181f7598b00014feeb040b858cfa8320d9ef84e117f691424fe0c8cff7,The inhabitants would have preferred to remain as independent municipalities.,twenties,female_feminine,en,5.904,medium
common_voice_en_19270941.mp3,dbd991375e9ab70ede708b18539120ed2a1417b31af664daf96b76ad009dbb6c7b8b60ac90fe439ac266d75255c652629cb8d4fbf7d29d06799a72f3148a37d9,The leadership functions of any corporate body at Rome might be termed praetorial.,twenties,male_masculine,en,9.96,medium
common_voice_en_33409250.mp3,96d1904177aa25e38857ca190f4ef25432ef2f63ec867fa9361b54c581d31e2eab94c72eb85c050249cd7635399544b431c9667bd35426402a2b31e1b0477bed,Steve rejects sex with Heleen.,thirties,male_masculine,en,4.932,short
common_voice_en_675201.mp3,af61749ea2f135d1e6c41e6836be67c456d7edcae33d0179df1954ba703df6e3f5fd8cbe4a124dd23fcb5dc512ad7867d98273d54801bafa38b61c990503fc58,Two people on red motorcycle riding with a group of motorcyclist.,twenties,male_masculine,en,4.176,short
common_voice_en_38705011.mp3,1eb96f507a330bf58c29c290babb8ce5122f5df65c09f94f5c14c913e2943694b727904203f1af16952d5f9fa776a33783f4465b6fde4c820b4e56c6b0e8c7a1,Initially it was only released as part of the Dizzy's Excellent Adventures compilation.,teens,female_feminine,en,7.74,medium
common_voice_en_19945342.mp3,5274010c1bb1e8d71274a2629b68e599249fd83dedb7239715240d4df8699ed4fcaf085e743e0fa4dd015ae266f8cda082958241634277ea8a678e79e3ca4454,"Six of the eight aircraft ran out of fuel and crashed, killing one pilot.",twenties,male_masculine,en,7.296,medium
common_voice_en_24278994.mp3,183ebb6424f482f7fe33355eaeafe6d028c13788e57a559641a4c4f89c15007af017465a671df916f262886bf9710394dc5860abe17130810ca4d778e815f286,He was buried at Blossom Hill Cemetery in Concord.,thirties,male_masculine,en,5.58,medium
common_voice_en_25467856.mp3,bad12a964ef2a9228d4492e0bd07d432910935975cee8960fad822cd3b00b8863284d4e4cddbdd5af2569f6d90537651a20f098b78bf19417b5b360ae51a9162,"In these cases, skin tone and hair color are not so important.",thirties,male_masculine,en,7.488,medium
common_voice_en_21853647.mp3,04c3d81414758eeca987b5abdd530bd17a007b593b021f3829d038c6e1fbef37a62f04f82aa12e0f101e1298337009c7a3109ed184ce00186c7b1af16e4d51b1,Only John Wayne himself surpassed McGrath in scenes in this movie.,twenties,male_masculine,en,7.056,medium
common_voice_en_24739116.mp3,3aba4b8c776596fa28176556c9038e10aad70c84e29c198a337c750e5e94754f644a779e881b34cc7fda8eaabf09e7154cedfb5e281ba51e2c0a7676d1c9491d,Many such mysteries surround the Cuerdale trove.,twenties,male_masculine,en,5.724,medium
common_voice_en_25256895.mp3,f80e8e7256ea5492f4348976b84ada48d5eb23b88fcdf8d91416a71dd893fe5b04b8d3499d1f7b32520a99532ccf8246cf21e077ae08b65d5d16f4edd11601dc,The area is now a neighborhood within the town of Davie.,teens,male_masculine,en,5.508,medium
common_voice_en_13714943.mp3,7546b3fb3a17558658d3d6e81a487d0786bd853c1acd08238112c1e3ebaca089653cc04201729c96d282e0a0256705d5f08104770e4b84eb7b62744c8eee1777,"If you release the clutch too quickly, the engine will stall.",teens,male_masculine,en,6.12,medium
common_voice_en_21722729.mp3,e549bd6c908ad6d0b07791bfbd85cdb91cc6c34e818405cbd1fe2f04e7ae2b1b183d29351a2611a436972158a90c280db2778b96f110471af9675bf35e1c9fe3,Captain Fairchild noted that there was no fresh water available on these islands.,twenties,male_masculine,en,7.392,medium
common_voice_en_19984718.mp3,a3f9742550d3a55b37e5fae79a1e79ab981fe0c5eff2a8a7956fa000e6d65fb21dd6b75666cbe3e14ce5ec77f79142e37b709d1f49c054d82c8ad5cd520e2301,The Finns and others called much of the area Copper Island.,twenties,female_feminine,en,6.192,medium
common_voice_en_17902330.mp3,fdbbf62956f8e20a8e1cfe8f016c65ac34c74170d444ddeead7b3f768e58e7e39e404c472594f9f6ae237ba58ad7f21ab484578978645e4f6cce16b6fb779218,Stark naked. Under bare poles. In puris naturalibus.,twenties,male_masculine,en,5.712,medium
common_voice_en_18890550.mp3,3c9bf74c9a6d857db10df743c41824720dd930feb3cfc5990db870204288b9132c0fdaf0f91aa53795c242299b5c1da439ed28fdbad21bbc6999674ee2cdd49c,"It has a semi-prehensile tail, needle sharp teeth and a long snout.",twenties,male_masculine,en,6.432,medium
common_voice_en_18777448.mp3,ed4434029496daadf5c5d20d6dd138b91aae237a4e01ff98408902f16981325c272f2065abc5fc38250233873cec343c4af5b789c8c57023d5acc419946afe3c,It is opposite Padstow on the northeast bank of the River Camel estuary.,teens,male_masculine,en,7.752,medium
common_voice_en_18374632.mp3,b137db9e4d31a1d9c17ca6699f1de2df400f3067b25cd526980fcccd371ce65e4996cc1c848bc16c8d14907006c56ec0e65f9d96c8e78ae60198a43ec9e1bc83,"Oh, what are you going to when he arrives?",thirties,male_masculine,en,4.296,short
common_voice_en_18292004.mp3,9a746f9725731f77962cf7df00c9719c7c38c260f6cfe19602c090ddb7b93b378e1637ab615691a5e71f907ccc1514e27ff737f3d7664fee793f45a94bd2bd85,The cake will be ready in seventeen minutes.,twenties,male_masculine,en,3.624,short
common_voice_en_18854899.mp3,031fea3fcf4ec12ef9a941c0bd2077837bdb72f9064cfe8ae8018ee17c25f8ba0fba867b365617cf2334c23d1d22400ca4991a597cf595664b35f8723ae42de0,There is no public transportation in Barkhamsted.,twenties,female_feminine,en,5.664,medium
common_voice_en_19736952.mp3,fd9def380f76b08b543a700365e47b767981ac33cb859550f8f8eb58c5d1414c88f0121d33e5871613b1201776b2a0d15cb4cc16c904c893efb631daa1aa4c05,"There is a proposal to add an additional stop at East Greenwich, Rhode Island.",fourties,female_feminine,en,5.616,medium
common_voice_en_31636383.mp3,f923ee44db8fb4c721c8a0fd52b88fa0c41642c5ae3c5a0a58da782182ba0484bd18516747de3fb9a35b4b567eeb459c52e0ebb40e033cc05ca9bbf7fd29c0c4,Fertile soil characterizes both the hills and valleys.,twenties,male_masculine,en,5.76,medium
common_voice_en_38420003.mp3,536be20606cbdab13dbb3c7c2a43461f9339ecfba4e6cace9f69559eff2af347da2ac9bdb8a78b295727bc3dc4a5e20cfb24cde0ee1991a7dbf0cd1ab0b8e486,I order you to serve out the guns.,twenties,female_feminine,en,3.276,short
common_voice_en_19973696.mp3,d7307d4e055b2d1faa131285aa6ff077a3b59af834621dfb89cbf472120e728443af2e1024a5cbd92075cc0a5ef8c2b0447e118d6f347a34b89c947b69c30cf6,Also the difference among the genders regarding life expectancy is still significant.,thirties,male_masculine,en,6.432,medium
common_voice_en_24230076.mp3,6096d12214ba64e652c70b7c52eee83dcabb9379a1e71d76de7d8acedb3386ba132c167e15c1577e86adbd9f449e5f167e619e3b323572873c1a4e54ce11f379,"If they failed to do so, their marks suffered.",fourties,male_masculine,en,5.148,medium
common_voice_en_33853542.mp3,68a6aeb4bad7b960891fa7f29fb585955d4536972dada6eb3dee733b8b0f2e62c95fa4c376596ca581012e73e90f361e5b8f9a61d5301546ab28a752ae9fac40,My name is Stephen Malone.,teens,male_masculine,en,5.328,medium
common_voice_en_31671570.mp3,72852fbe8a34ed7720a32bf6aaece2b112cf6f1489af7ad55b1594b31ff4f1f4667b5065f085bed6aaadcb7bd89f1038d5d310f9e58afa7e9a0b0e6a73a85c61,A few of his rulings are observed by Jews to this day.,teens,female_feminine,en,6.048,medium
common_voice_en_31788782.mp3,1a52a59baecc8b30b76c2a6d5bd46e174416fdb4778840a9749039fb22896cf21545548ff2d645cc9d3650aa7078f00e0277120d74bd258e8afd53398bffd2ff,He immediately left the bar and headed home.,twenties,male_masculine,en,4.968,short
common_voice_en_39550439.mp3,16b25f84532c9747ab6ebf8e2d07f270d1eab5a9bb691b27c57789f48841675c4f71f6a279113891cbf9917e7750d9f944d186b3d9194650c8db5aba4dae7de7,"In the United States, his philanthropy largely took the form of educational initiatives.",twenties,male_masculine,en,6.948,medium
common_voice_en_17869966.mp3,dc8c76c35764c04fcb0bf1ca3b703d3c04891fcb764fe00900bea5df431cacf1263fa0b03f48c2b9580a2c9e92458905613d6579ea2fbc99b8da00e21fff0407,That’s what you get for testing my patience.,teens,male_masculine,en,3.456,short
common_voice_en_17865774.mp3,a3440dec27f8534c33057bfa31b0315013a3c9ce2642425c5135584314e3059a94f2cb356f645cd8d42f9040842638017a9a6e719ffecb1489cdbaf0ecd69fc2,The Phantom of the Opera is the only musical I've ever seen.,fourties,male_masculine,en,5.088,medium
common_voice_en_106966.mp3,6cd4c997415e175d1701c9a3adbae53edffcf54c1317c6f10470f37187cbc8e1f42980134b9f3f0af01bd2ab15a9ffaf31d8496d4427885a5bb5f381765f98cc,"Then, you taught me something of the universal language and the Soul of the World.",seventies,female_feminine,en,20.784,long
common_voice_en_36486273.mp3,bb15aebb124a4747eb4dc5bc4ec75b2c6633d3d58ed8983b6e5dbf2ba085d53ebdd03cdaafa949ae6760275951ad9f6ed6307fe486fc3d0f8b18ceb685f00593,Membership cannot be handed down to another person.,fourties,female_feminine,en,7.128,medium
common_voice_en_19212042.mp3,90e056598d6e1aff9e1d09bbbf39516dcddeb683799d13f793292cc8dea51ad92e9758695ca50eb56743644aca68c610a44c64a9a087863d12d31f08b66469d2,She offered to raise the funds and supervise construction of the hospital.,twenties,male_masculine,en,6.696,medium
common_voice_en_22709694.mp3,1240a0e1f1076d55d54d13aab482fb23e437ff81206db5a6441308b05e7faad8e1cb6f9a22911cb8ebc0d768bf41dd6cde6203b69ede6e2b234fd9da8f1d57d6,Ten of the season's nineteen known storms attained hurricane status.,twenties,male_masculine,en,6.024,medium
common_voice_en_17252413.mp3,08a95269a14033bb7e81ba2608d56c2e95121c69243103e805c8410cae9762439043707d230a3eb47f3235c453465844485cca4078d4d7476fc276c42ca00349,"Look John, I just cannot support that.",teens,male_masculine,en,3.72,short
common_voice_en_36016276.mp3,c21f6fdee276b62c50f0923444ff0982ce7086759f151957bf0d48feeae2a5adbf252bfd376d1832bd46627dcbdaf7f3f74128fdc76cd09c5eb435d1ca8b6cd2,She was the sister of actress Fredi Washington.,teens,female_feminine,en,6.12,medium
common_voice_en_31713475.mp3,243a32330c368bc72df605a14bd97578a7e71d9665013610dd6d1506f790ecd97e126dd1d481bf7cf44d64e8ebc1512206cefc293bdf548ea957984a5514da1e,A practice mode is also featured.,teens,male_masculine,en,5.508,medium
common_voice_en_23896967.mp3,1394266154d4f04c4e52993d3953034f41e67a07175e3c9bb99907b461ac7a5b9364fe1a750f31cfeebd7002b7400dbb82080322d63cd43dff7b6d4d3e370676,After their release they moved to Toronto.,twenties,female_feminine,en,5.304,medium
common_voice_en_19601943.mp3,bbab329086679fe2ffe32ecee3a9a2dad8a8b0509436ddccde0f9b099576588713c2c6f23f3c66737931a410c1323570bd8b55f4ffd4319b5acfec9980aa3461,"Rucchin played high school hockey for Sir Frederick Banting Secondary School in London, Ontario.",twenties,male_masculine,en,7.752,medium
common_voice_en_18288829.mp3,e1b8a747acee867a62da128a0e22bcad0a3896b7dc78daeb410dced78586b25642a1f667b313da48fa34c9da5db0963767d820eac880f613ec24a307751bc2c2,Feel the heat of the weak dying flame.,thirties,male_masculine,en,7.2,medium
common_voice_en_17289316.mp3,9ea8a6a192d17ddb4bf01a9174a183798648b49a76483044c8c66493a2c7816c98cc212d5ecf728cb9d001ce53869453412d45dda7c254a273cd51df6bd604b4,Did you know that Nikola was going to join us?,sixties,male_masculine,en,3.816,short
common_voice_en_17328819.mp3,ff81f026b7354b30897b36095f3cc8392f120240ef8a2969bc84ccf55b234d5c19e4be5690c94adb691a50612cc627631c71a78a7ce82d7a07950bae052d98c7,"Potatoes are less space-saving, durable and cheap than pasta.",twenties,male_masculine,en,6.192,medium
common_voice_en_3792740.mp3,a9b8f06fad54f885830d25d4472c3993a03336f263886cd6be9083d5d2ad0b23254c78b833c0b64dfae108654cf36fd58e5cdcad9a9c2cdd656d19788509bb84,Jerry could not believe it.,twenties,male_masculine,en,3.624,short
common_voice_en_19757183.mp3,5c64b271f336d1cf4f04340c10af4b4f6382c2d029c24a2293f412fffc347d7aaf9fe4ff244e85b210f866f7e55bf6be19653fff445afe70346715e967453903,Congressman and minister to Colombia.,fourties,male_masculine,en,4.584,short
common_voice_en_18553335.mp3,b187ea9568babcf157907ebef580740cc5f0ca8a1502e967f7538edf571e00286b53ef86f7fdb68b785e40b021f4052ef377573c74dec6d91999e3f69f2d0a89,"Oh, dear no, miss, he said.",twenties,male_masculine,en,4.896,short
common_voice_en_514623.mp3,107a28804ec2e18636725b95590e9843c4c76231888c82b16d401f2093b0c5834b2f7117b8e93a58a5b54ffd1da6ede4a67b779051895d14d3efae82e3de9fa2,Too young or too old?,twenties,female_feminine,en,1.968,short
common_voice_en_6640942.mp3,26b4597afe57bc4cf011eafa8048c99529c76e0149680b7db43b8cac1372263224ae204d08aca57cb8b9b03e86042f74eb5dee8369832df28e643f189e73eab1,And for what purpose?,fifties,male_masculine,en,2.976,short
common_voice_en_19653320.mp3,58ca0c5ccf4b0d810c1a22cbbfcdcdb0628509100ee8240e9cdd108c32486c623be668e2537ab222f730e58c6d90a3fd243ca3266c324b0f954fe1c5a6b44f33,"Agriculture, and oilfield services are the main industries of the area.",thirties,male_masculine,en,7.104,medium
common_voice_en_187603.mp3,fec077d6752b81997be5f502ee7a46da4fd1826458076e950f8814f360fdc849fe369a9a217e74c5f8bbf8af67b772b02c720ce8f11838bde44baa7469fd0560,But I—I had no idea what was going on.,twenties,male_masculine,en,11.136,long
common_voice_en_34954466.mp3,4e0e657e3310c7311a8d612701dc8758eeb003cc7ae9723fcfe2843da7f975dea677562e186d0eebf10d57930c9c68e94b8e2171aaf0ad0ef1f5b987c1cab0ed,"The corner stone was laid by Sir Mortimer Clarke, Lieutenant Governor of Ontario.",twenties,male_masculine,en,5.616,medium
common_voice_en_20937834.mp3,01f7b28eee35a30225f4d4cb0fe151b7344c1f7e6726a951c713eb3ea09fb67173ccedd4847e1af15f2929b464f24610504093b740283fd84fa05adaa85065b2,Thereafter the descent followed that of the other Cowton manors nearby.,twenties,male_masculine,en,6.144,medium
common_voice_en_17285889.mp3,18063f12ef7a595693855e861a3b81889f5a07e3d1be6516a0365ac630ec36a1c4cc75a409bc3ad3a01d8c20d5c44affdb284208c72fd362b7f42c2ca553dca0,I suspect this may be someone new making themselves known.,twenties,female_feminine,en,5.208,medium
common_voice_en_25789138.mp3,023f392b2c47afea65340c7ebe8d9cc561564b3e04b2aeccbd752c8c58797f0d1095c5ffffc536467a983d3f1b409da19b5ea51449fb9e8c3e646cae11a4751d,Similarly with sails.,teens,male_masculine,en,2.7,short
common_voice_en_19696556.mp3,82a5398231d0e1c29444ba8805fae4ef1deb9d87f378a65af7433ef48567a07c0ae726b46ac6a260f7fa315c70ce55390eb04c67232668d9fdbb063f1f708dcf,Taylor called the Diploma a victory for the Old Conservative nobility.,teens,female_feminine,en,6.456,medium
common_voice_en_25722368.mp3,8b81e2d9bb5303f1655abbbe9965ff00a9b97126c9e410828176f018521af167762478ac2383f612e460a131add04dc57ad29639a54e2fbff8188cdbe96115ed,Two men were killed in accidents.,twenties,female_feminine,en,5.544,medium
common_voice_en_20688778.mp3,930ebee697a5de0a7463afdfb40e092db8237ba0cd328c23e874277f757ecc1eae558f147eefe1d2491090f0312d81b42ad18dde475ef2c7e39d313fb3615f19,They are weather-resistant and often also have anti-theft brackets.,twenties,male_masculine,en,9.024,medium
common_voice_en_18948010.mp3,9a66bfd78b2145e4614d6a1189732442c8714013d540ab71d93f53506c877c307fe9d790f2f400abe441db97563a2a22dadf9b9e14e0bf0a7e887cf12e044eae,It was the standard goods engine used by the Lancashire and Yorkshire Railway.,,male_masculine,en,7.344,medium
common_voice_en_32412791.mp3,f13d09cfee970bf2760c36f809d2dcc71261216aae697a7ed4f235867897bd5d032f306114507d8c76176ed6645fd0e618922e88bd53ba4dcb3c832c1545d793,Both the genus and the species were first described and published in Amer.,twenties,female_feminine,en,6.912,medium
common_voice_en_19489627.mp3,f78e930844d95254936b43be98c169c4ad982197c9cbdf13056df845095fcb64dd741f9e2f1bcfb7ea99a0dd239a841c156688c8862a1a9ff9660202b73dc999,"For weeks, Greenberg slept upright, the only way to tolerate the excruciating headaches.",thirties,female_feminine,en,6.912,medium
common_voice_en_19714661.mp3,b045e1d117fb125741c57ffa0ccae625ea5b9618431182c69dc7b6a5b146087fb99ca9e6328eb70b9b5c36d96352232b19e28a4ec65e6f3d617fb523c67e4e63,Most of his early work incorporated subversive social comment.,twenties,male_masculine,en,7.704,medium
common_voice_en_37362738.mp3,40623e005a309e28d46c9b53fc283873cddca00edba219a9ca8345468678abf6457eb4ae8cd6e70d046475da020b5a0141eb2ef9ee42f46dfaf666298c4681d0,"He is respected for his ideas, intelligence and sharp tongue.",twenties,male_masculine,en,4.32,short
common_voice_en_24205067.mp3,c0d5092a77521299dd92561c042417431c10908848ec3f4011e21113ef07321718be47655e560e4e321f4aa1baa6854afcdf86d2efbd8f13e4310d6b9288599b,The paper has received many awards.,twenties,male_masculine,en,5.328,medium
common_voice_en_19141245.mp3,75a1a2f87777f5ecf92fae898d304425925c95bf64590411ac1a07d3674c914adfa689cd2f2373cc06cb7a2216bb15604dbbb0baeecf547ee085e064869947ae,Legendary Pink Dots wore giant toy hats in a photo booth.,twenties,male_masculine,en,6.624,medium
common_voice_en_17357574.mp3,f2b5dd789466a0312fbda1379d17ae6e79af0adffdd0fb5d23b70778bf218e63e1f849482b7e475dd111aaf2b892570cfe4d786fac89a289b824fab9750f0d2e,That's why you collapsed?,seventies,male_masculine,en,7.296,medium
common_voice_en_18355955.mp3,ed9d53380ce98258d3e93df04c04ad87c51deb2c4c0c6773208b8f5350d4fa590064605d40b30ab24ffac763f99c861456da8ffd5779aa928007cd74c4380b8d,"Then it is as I said, Womble announced with finality.",twenties,male_masculine,en,4.92,short
common_voice_en_37227135.mp3,a099efdbd95d0a29a9796009d48122786762afe4311356a682f4d7c221c545c3d5e39cb787933016d79d23ac03a5a100b661f7eb6dc8ada7b17399bc08ecbf84,The resulting proof gives an optimal strategy for every possible position on the board.,thirties,male_masculine,en,6.444,medium
common_voice_en_30406494.mp3,1e5851aa448be43682b8a9fa7afc9308723716c609bf1f5e186a99215c3aaabadb3e9ee0900d528f438df5139d26573a76b0f613c5cbca9898afceaca7eaef9b,This species are on the wing from July to April.,fourties,female_feminine,en,6.012,medium
common_voice_en_17924891.mp3,a655f37d723f73101ec35e062e33911bd60191d8a4a43c38fb60f777c565e7402921132eff7ce257fb73ecaa6c4f84e3a95924f382565957e0e7ecefb44d8358,"She looked skeptical when leaning against the wall, observing the celebrities.",fourties,male_masculine,en,8.664,medium
common_voice_en_26841931.mp3,19fb4e9bf41ea4316666b99dcd97ad76968dd69b547cc934349537654e60dccb1b19dd4549c48e33c765ce4a59ad16d523211e6c3e54df66ffb00b4573ccd566,The two platforms are now linked by a footbridge.,twenties,female_feminine,en,5.328,medium
common_voice_en_36303940.mp3,f5d201a756b4e899437ed70a4b333d3a977db22b8369b18b4c2907bc9aaa97ae63943fe47dabf23f272d75c64642b410d7a1717822d86312f3669754281c6751,"Outnumbered and in danger of being flanked, Hardee's troops withdrew.",twenties,male_masculine,en,4.788,short
common_voice_en_19562559.mp3,5f33464660bcb4cdf33ffac88fd72328b962f23be253be963e28851b68ec067b5e3ccf0133114b8a9d26efdc65228b606b11b35daf9f098ca329ee09d70b9ca8,The Maud Committee reported three years later.,seventies,male_masculine,en,7.776,medium
common_voice_en_23593449.mp3,72cfa8218f494ec0406ffae1b0b41bb5c08d2a5b9caea2926db36498b615701d5fc42fcbfafd69968ef59b01ef1e9f34d5d419d2ebdaa8cdfb67a432c9aa49d1,He sailed as far north as the Queen Charlotte Islands during his voyage.,twenties,female_feminine,en,6.744,medium
common_voice_en_19680459.mp3,f728ae5d9580b03affa1fe066a43ea6cddc2cca766f4a4489f5192e750aace8c2c131526e5ef5086746a755de1bcee1418ed0b0ae8bfd02ec3a7617c315a168e,They opened a new printing-house in Minsk and widened their contacts with workers.,twenties,male_masculine,en,6.336,medium
common_voice_en_19052379.mp3,a8238d8325a322e09c181db859145c0e0f4082a449deda311f4d0e17f5a201c11b64d0e21c5a5fc12b221299c3725c38ff294fd7fc182c60bd8b8e92c554e789,Critic Dave Marsh called it one of the best live albums ever made.,teens,male_masculine,en,8.4,medium
common_voice_en_18354220.mp3,32768709e7c03a36766d935fa43bcc07805a06c3443c88fb8a4b9a331fcc68d5f3c8d6cd38d24191697fef4c011d8d1ae515645c972d8bd52cec60f781f88ae9,"Nowadays, we have fewer but larger farms.",twenties,female_feminine,en,4.656,short
common_voice_en_20400527.mp3,d670362604142f610ab805dc410828895ac65f044aaacd4704736938f627f3408ed88b83048a8eafdaa17180a26206f9820a74fd6cda85ac257b3d57228fdf94,People in kalimantan also named their boat Jukung.,thirties,male_masculine,en,9.696,medium
common_voice_en_19676008.mp3,900e2613dced7bb5727b9d918778489f557103d132d499d2db76926e60faa3251586648d3c15e63a214b5bd721299a2e8b9c95f0334c1d392908623c4514ebcb,Various conflicting accounts exist that describe saffron's first arrival in South and East Asia.,twenties,male_masculine,en,10.464,long
common_voice_en_520490.mp3,05b87f9ab35ea46ca27ee8a9749004f6e59fe0859793aef244b82a40ed28be9c792310d8e3bd3d0326cc898690dcf8afc28566a11d46532b7a6d4688db1962f1,Did you see Uncle Jake with any cash last night?,fifties,male_masculine,en,2.976,short
common_voice_en_31901954.mp3,35b7328c981fb16f01c65bc437d3d29d457be7eafa24d444e8a53eb4941e1f253e1b603ccc6dd9dec5af90da5aa2a878487c60f1afbdeae85bb27daec0b5d434,Lower down the spurs were unaltered or slightly altered sandstone and shales.,twenties,male_masculine,en,7.308,medium
common_voice_en_20406861.mp3,9aa4944fc0360869604b1143ce46f0861cb2130d1e8fa9d9390335f95e3b29b2561b2bd3043625895f269fc991d3bd9bf7fe94647dde0f03f4118f79a5eef3a3,It was Infocom's sixth game.,twenties,male_masculine,en,4.392,short
common_voice_en_18489793.mp3,0157c27ca7de7474c7314b3e822ec761b60759637a669138338cef71f0551140e3eeedf9ba7b2c1d384579b0146d5877013773e633e8df766ebfc8ff923bf932,"A little bright-eyed terrier, you know, with oh, such long curly brown hair!",thirties,male_masculine,en,7.224,medium
common_voice_en_33389072.mp3,c39ab9ed59f2c7eb593ac8c3b423a300694a6d63e8e4f7bb845cc0ddf44a3ad9a28ecc3455d61104fe6a386c2b55d67f001463bb53169bee0341e55979ff2b2f,Seven clubs became charter members.,twenties,male_masculine,en,6.588,medium
common_voice_en_37255991.mp3,8991f68f62fd94d348c96e6502bc4f62e24dc2f72a9f40b206acf48c1959f3dd1aba0f083dce6ab1239cba1f5b20b7d200df5d38b44ddf7e0d209cf14dca7294,‘Is there anybody in the kitchen?’ Not a soul.,twenties,male_masculine,en,5.688,medium
common_voice_en_19738885.mp3,39da29415f32531b147421ccb3c6b6f0eeee6fa6a60412a7dba4d30a243aee91138cd05a15f604d91e0068509081dfc1ac2bcc097e0fa913df9e64fcaf93c74d,This approach often uses other media and breaks accepted conventions and practices.,twenties,female_feminine,en,9.648,medium
